X,Y,ID,FSGName,TonsPerWeek,TYPE1,TYPE2,TYPE3,Address,Town,County,Zip,Phone,Website,Facebook,Active
530242.7565,165376.2721,3506,SUNNY OASIS,0.26,Food Establishment,Restaurant,,379 LOWER PLAIN,BRADFORD,ORANGE,5033,(802) 222-4467,,,1
526445.198,168159.9826,3508,BACKWOODS BBQ & BURGERS,0.05,Food Establishment,Caterer,,4166 WAITS RIVER ROAD,BRADFORD,ORANGE,5033,,,,1
530307.441,165265.4575,3509,IN SEASON,0.05,Food Establishment,Caterer,,449 LOWER PLAIN,BRADFORD,ORANGE,5033,8022229922,,,1
529871.4895,165874.5828,3511,CHANS HOUSE RESTAURANT,0.8925,Food Establishment,Restaurant,,184 MAIN ST,BRADFORD,ORANGE,5033,8022225474,,,1
529871.4895,165874.5828,3512,MILL WATERS COUNTRY GRILLE AND TAVERN,1.05,Food Establishment,Restaurant,,48 MAIN STREET,BRADFORD,ORANGE,5033,,,,1
532026.3282,169795.775,3513,ROARING BROOK CAMP,0.315,Food Establishment,Camp,,480 ROARING BROOK ROAD,BRADFORD,ORANGE,5701,,,,1
530382.2918,164688.0267,3514,Jiffy Mart,0.18,Food Establishment,Convenience Store,,560 WAITS RIVER,BRADFORD,ORANGE,5033,8022229294,http://www.jiffymartstores.com/,,1
530236.8157,164920.6923,3515,HANNAFORD'S,0.72,Food Establishment,Grocery,,61 MARKET LN,BRADFORD,ORANGE,5033,(802) 222-5287,,,1
531016.5591,168013.1796,3516,BLUE SPRUCE HOME FOR THE RETIRED,0.042,Nursing/Assisted Living,Residential Facility,,70 BIRCH STREET,BRADFORD,ORANGE,5033,(802) 222-5332,,,1
530397.9802,164765.8759,3517,HUNGRY BEAR PUB & GRILL THE,0.504,Food Establishment,Restaurant,,776 LOWER PLAIN,BRADFORD,ORANGE,5033,8022229601,http://hungrybearpubandgrill.com/,,1
531410.3757,167826.1497,3518,SHEARER'S GREENHOUSES,0.72,Food Establishment,Grocery,,807 UPPER PLAIN,BRADFORD,ORANGE,5033,,,,1
528639.279,165158.0293,3519,BEAR RIDGE SPEEDWAY # 2,0.26,Food Establishment,Restaurant,,9 SOUTH RD,BRADFORD,ORANGE,5033,,,,1
528751.1073,165269.6244,3520,COLATINA BAKERY,0.13,Food Establishment,Bakery,,27 BARTON ST,BRADFORD,ORANGE,5033,8022229045,,,1
530107.0732,166986.7567,3521,OASIS HOME,0.0315,Nursing/Assisted Living,Residential Facility,,92 COTTAGE STREET,BRADFORD,ORANGE,5033,,,,1
530471.8723,164399.5515,3522,MERRY MEADOW FARM - BRADFORD HOUSE,0.063,Nursing/Assisted Living,Residential Facility,,996 LOWER PLAIN,BRADFORD,ORANGE,5033,(802) 222-4601,,,1
529822.7104,166018.8064,3523,DAD'S PEANUT BRITTLE INC,,Food Manufacturer,Sweets,,MAIN ST,BRADFORD,ORANGE,5033,(802) 2229-325,,,1
530275.4424,166998.6362,3524,BRADFORD ELEMENTARY SCHOOL,0.136165,Food Establishment,School,,143 FAIRGROUND RD,BRADFORD,ORANGE,5033,8022224077,,,1
519986.3158,174737.2487,3525,NORTHEAST SKI SLOPES,0.252,Food Establishment,Restaurant,,10397 VT ROUTE 25,CORINTH,ORANGE,5040,8024395745,,,1
530454.4969,164688.3585,3526,BRADFORD MINI MART,0.26,Food Establishment,Restaurant,,ROUTE 5 & 25,BRADFORD,ORANGE,5033,(802) 222-9294,,,1
487792.4378,166318.4059,3528,SNOWSVILLE GENERAL STORE,0.18,Food Establishment,Grocery,,4642 VERMONT ROUTE 12,BRAINTREE,ORANGE,5060,(802) 728-5252,http://www.snowsville.com/,,1
482141.4552,161731.3483,3529,BRAINTREE ELEMENTARY SCHOOL,0.042375,Food Establishment,School,,66 BENT HILL RD,RANDOLPH,ORANGE,5060,8027289429,,,1
491444.6623,168468.1817,3530,BROOKFIELD ELEMENTARY SCHOOL,0.042375,Food Establishment,School,,1728 RIDGE RD,BROOKFIELD,ORANGE,5036,8022763153,,,1
491720.9123,171367.7757,3531,GREEN TRAILS INN,0.2625,Food Establishment,Lodging,,24 STONE RD,BROOKFIELD,ORANGE,5036,8004515294,,,1
491696.8825,171378.9168,3532,ARIELS RESTAURANT & POND VILLAGE PUB,0.252,Food Establishment,Restaurant,,29 STONE RD,BROOKFIELD,ORANGE,5036,,http://www.arielsrestaurant.com/,,1
491161.8084,172801.8118,3533,VERMONT STATE GRANGE CENT,0.65625,Food Establishment,Camp,,308 WEST ST,BROOKFIELD,ORANGE,5753,,,,1
494023.9588,165654.3036,3534,FAT TOAD FARM,,Food Manufacturer,Sweets,,787 KIBBEE RD,BROOKFIELD,ORANGE,5036,8022790098,,,1
491768.8754,171267.7174,3535,STEINS II,0.18,Food Establishment,Grocery,,MAIN ST,BROOKFIELD,ORANGE,5036,(802) 433-6237,,,1
504203.4308,165419.6131,3537,CHELSEA FARMERS' MARKET,0.18,Food Establishment,Grocery,Farmers' Market,2 NORTH COMMON,CHELSEA,ORANGE,5038,(802) 685-9987,,,1
504171.3436,165419.5928,3539,WILL'S STORE,0.084,Food Establishment,Restaurant,,293 VT ROUTE 110,CHELSEA,ORANGE,5038,8026853368,http://www.vaics.org/stores?store=13,,1
504179.3233,165486.2627,3541,"UP THE HILL BAKERY, GLUTEN FREE",0.13,Food Establishment,Bakery,,299 ROUTE 110,CHELSEA,ORANGE,5038,,,,1
504179.3233,165486.2627,3542,BROOKSIDE BAKERY,0.105,Food Establishment,Restaurant,,299 VT ROUTE 110,CHELSEA,ORANGE,5038,,,,1
504227.4466,165497.4041,3543,DIXIES II,0.42,Food Establishment,Restaurant,,302 VT ROUTE 110,CHELSEA,ORANGE,5065,8026857802,,,1
504187.2958,165564.0434,3544,RIVERBEND RESIDENTIAL CARE HOME,0.11025,Nursing/Assisted Living,Residential Facility,,307 ROUTE 110,CHELSEA,ORANGE,5038,(802) 685-2250,,,1
500072.16,168751.5291,3545,BOBBINSHOP BAKERY,0.13,Food Establishment,Bakery,,319 BOBBINSHOP RD,CHELSEA,ORANGE,5038,(802) 685-7726,,,1
504219.2265,165808.5017,3546,VERMONT 110 QUICK STOP,0.26,Food Establishment,Caterer,,325 VT ROUTE 110,CHELSEA,ORANGE,5038,8027935342,,,1
504283.7712,165230.7809,3549,CHELSEA ELEMENTARY HIGH SCHOOL,0.104525,Food Establishment,School,,6 SCHOOL ST,CHELSEA,ORANGE,5038,8026854551,,,1
506289.4722,165032.3885,3550,OLD FARMHOUSE THE,0.05,Food Establishment,Caterer,,79 DENSMORE ROAD,CHELSEA,ORANGE,5038,,,,1
515125.4185,170568.8044,3552,CROSSROADS TRADING POST,0.18,Food Establishment,Grocery,,2805 COOKEVILLE ROAD,CORINTH,ORANGE,5039,,,,1
512991.5536,175508.6519,3553,VERMONT SMALL BATCH,0.13,Food Manufacturer,Food Processor,,3973 MAPLEWOOD RD,CORINTH,ORANGE,5086,8024396422,,,1
521448.9152,168364.1071,3554,GOOSE GREEN LODGE,0.105,Food Establishment,Lodging,,1 GOOSE GREEN ST,CORINTH,ORANGE,5039,8024396203,,,1
522348.075,172778.1632,3555,EAST CORINTH GENERAL STORE,0.18,Food Establishment,Convenience Store,,8392 VT ROUTE 25,CORINTH,ORANGE,5040,8024395525,,,1
495688.7361,159964.2979,3556,MIDDLE BRANCH MARKET & DELI,0.05,Food Establishment,Convenience Store,,29 VT ROUTE 14,RANDOLPH,ORANGE,5041,8027285750,,,1
525032.2927,145166.2047,3557,CEDAR CIRCLE FARM ,0.05,Food Establishment,Bakery,,225 PAVILLION RD,THETFORD,ORANGE,5043,8027854737,https://cedarcirclefarm.org/,https://www.facebook.com/cedarcirclefarm/?rf=281862828590407,1
524720.1743,144709.5041,3559,THETFORD VILLAGE PIZZA,0.05,Food Establishment,Restaurant,,2307 US ROUTE 5 UNIT C,THETFORD,ORANGE,5043,8027854635,,,1
513215.2301,127289.0697,3560,WICKED AWESOME BBQ,0.05,Food Establishment,Mobile Unit,,93 Beswick  DR,WHITE RIVER JUNCTION,ORANGE,5055,6037296213,,,1
521138.5708,180129.7397,3561,IN THE ROAD LLC,0.05,Food Establishment,Caterer,,17 POWDER SPRING ROAD,EAST TOPSHAM,ORANGE,5076,,,,1
522789.4325,174913.0012,3562,THOMPSON HILL CAMPGROUND & COUNTRY STORE,0.05,Food Establishment,Caterer,,43 THOMPSON ROAD,EAST TOPSHAM,ORANGE,5040,,,,1
528364.8557,156168.1028,3563,WHIPPI DIP,0.126,Food Establishment,Restaurant,,158 ROUTE 5 N,FAIRLEE,ORANGE,5045,8023311313,,,1
527623.7757,156653.8543,3566,LAKE MOREY RESORT,5.25,Food Establishment,Lodging,,1 CLUBHOUSE RD,FAIRLEE,ORANGE,5045,8023334311,,,1
530139.471,158098.1096,3567,FAIRLEE DRIVE IN & MOTEL,0.042,Food Establishment,Restaurant,,1809 US ROUTE 5 N,FAIRLEE,ORANGE,5045,8023339192,,,1
528436.3442,156357.2932,3569,HOLY MACKEREL,0.2625,Food Establishment,Restaurant,,261 ROUTE 5 S,FAIRLEE,ORANGE,5033,(802) 333-9286,,,1
530095.0312,159042.3362,3570,MARYANNS BAKERY,0.13,Food Establishment,Bakery,,288 MOUNTAIN ROAD,FAIRLEE,ORANGE,5045,,,,1
528824.0798,159558.9029,3571,LANAKILA HULBERT OUTDOOR,1.575,Food Establishment,Lodging,,2968 LAKE MOREY RD,FAIRLEE,ORANGE,5045,8023333400,,,1
528824.0798,159558.9029,3572,ALOHA,1.05,Food Establishment,Camp,,2968 LAKE MOREY ROAD,FAIRLEE,ORANGE,5045,,,,1
528725.2871,156414.0919,3573,THIRD RAIL THE,0.26,Food Establishment,Restaurant,,428 ROUTE 5 N,FAIRLEE,ORANGE,5045,(802) 333-9126,,,1
528060.0207,156066.8094,3574,CHAMPLAIN FARMS,0.18,Food Establishment,Convenience Store,,51 LAKE MOREY RD,FAIRLEE,ORANGE,5045,8008707127,,,1
528837.3601,156503.4649,3575,PATRIOT FUELS,0.05,Food Establishment,Caterer,,512 ROUTE 5 N,FAIRLEE,ORANGE,5045,(802) 333-3500,,,1
498921.0448,189751.4999,3576,Cumberland Farms,0.18,Food Establishment,Grocery,,535 MAIN STREET,FAIRLEE,ORANGE,5045,,http://www.cumberlandfarms.com/,,1
526308.2292,154170.7976,3577,VALLEY VIEW HOME FOR THE RETIRED,0.03675,Nursing/Assisted Living,Residential Facility,,69 OAK LANE,FAIRLEE,ORANGE,5045,(802) 333-4829,,,1
528132.6022,156000.4515,3578,WINGS SUPERMARKETS,0.18,Food Establishment,Convenience Store,,9 US ROUTE 5,FAIRLEE,ORANGE,5045,8023339790,,https://www.facebook.com/pages/Wings-Supermarkets/141265545914310,1
527515.5119,155642.3179,3580,LEDAS PIZZA,0.567,Food Establishment,Restaurant,,456 ROUTE 5 SOUTH,FAIRLEE,ORANGE,5045,8023334773,,,1
533138.7102,184523.7333,3581,SILLY COW FARMS,,Food Manufacturer,Food Processor,,1538 INDUSTRIAL PARK  RD,NEWBURY,ORANGE,5051,8024292920,,,1
533094.4066,183790.1563,3582,SARKI'S MEDITERRANEAN RESTAURANT,2.625,Food Establishment,Restaurant,,2284 ROUTE 302,NEWBURY,ORANGE,5081,,http://www.sarkissmediterraneanrestaurant.us,,1
533094.4066,183790.1563,3583,WARNERS GALLERY RESTAURANT,0.26,Food Establishment,Restaurant,,2284 ROUTE 302,NEWBURY,ORANGE,5051,(802) 429-2120,,,1
533333.3819,183991.3683,3584,BLUE MOUNTAIN USD #21,0.252555,Food Establishment,School,,2420 US ROUTE 302,NEWBURY,ORANGE,5051,8027572711,,,1
536270.2556,183806.8964,3585,HAPPY HOUR RESTAURANT THE,2.415,Food Establishment,Restaurant,,42 MAIN ST N,NEWBURY,ORANGE,5081,8027573466,,,1
536254.6237,183740.1414,3586,TUTTLE'S FAMILY DINER,0.336,Food Establishment,Restaurant,,41 MAIN ST,NEWBURY,ORANGE,5081,8022496921,,https://www.facebook.com/tuttlesfamilydiner,1
535889.2871,175904.6029,3587,"OXBOW SENIOR INDEPENDENCE PROGRAM, INC.",0.1,Food Establishment,Senior meals,,4621 MAIN STREET SOUTH,NEWBURY,ORANGE,5051,,,,1
535745.4824,175837.1541,3588,ATKINSON RESIDENCE,0.07875,Nursing/Assisted Living,Residential Facility,,4717 MAIN STREET,NEWBURY,ORANGE,5051,(802) 866-5582,,,1
535434.7908,175524.3609,3589,NEWBURY VILLAGE STORE & THISTLE CAFE,0.18,Food Establishment,Restaurant,,4991 ROUTE 5 S,NEWBURY,ORANGE,5051,8028665681,http://newburyvillagestore.com/,,1
536295.1125,183651.4729,3590,Jiffy Mart,0.18,Food Establishment,Grocery,,55 MAIN ST N,NEWBURY,ORANGE,5081,,http://www.jiffymartstores.com/,,1
527130.7364,178896.123,3591,COOKS FARM & BAKERY,0.13,Food Manufacturer,Caterer,,793 FULLER RD,NEWBURY,ORANGE,5051,8024292582,,,1
535210.3419,175556.493,3593,NEWBURY ELEMENTARY SCHOOL,0.074015,Food Establishment,School,,214 PULASKI ST,NEWBURY,ORANGE,5051,8028665621,,,1
521964.769,153021.7181,3594,OHANA CAMP,0.81375,Food Establishment,Camp,,341 QUINIBECK ROAD,POST MILLS,ORANGE,5045,,,,1
486733.1082,158009.5708,3595,VERMONT TECHNICAL COLLEGE SHAPE CENTER,0.26,Food Establishment,Restaurant,,1 MAIN ST,RANDOLPH,ORANGE,5060,8027283709,,,1
486733.1082,158009.5708,3596,RANDOLPH VILLAGE PIZZA,0.315,Food Establishment,Restaurant,,1 S MAIN ST,RANDOLPH,ORANGE,5060,8027289678,,,1
486766.1404,158465.0446,3598,VALLEY BOWL,0.21,Food Establishment,Restaurant,,12 PRINCE ST STE 5,RANDOLPH,ORANGE,5060,8027284525,,,1
486773.2622,158009.4906,3599,ALS PIZZERIA AND RISTORANTE,0.21,Food Establishment,Restaurant,,12 SOUTH MAIN ST,RANDOLPH,ORANGE,5060,8024310240,,,1
491610.2541,159934.8728,3600,MOREY DINING HALL,0.26,Food Establishment,Restaurant,,124 ADMIN DR,RANDOLPH,ORANGE,5060,(802) 728-9348,,,1
486709.5946,158298.4967,3601,VERMONT TECHNICAL COLLEGE,0.929425,Food Establishment,Restaurant,,1 MAIN ST,RANDOLPH,ORANGE,5061,8027283709,www.vtc.edu,,1
486899.5394,156887.0582,3602,SHAWS #529,0.72,Food Establishment,Bakery,,127 VT HIGHWAY 12 S,RANDOLPH,ORANGE,5060,5083508620,,,1
486588.6211,158043.1935,3603,SPRAGUES DAIRY INC,,Food Manufacturer,Dairy,,13 WESTON ST,RANDOLPH,ORANGE,5060,(802) 7283-863,,,1
486630.0964,158698.6428,3604,ANAS MEXICAN LONCHERIA,0.05,Food Establishment,Mobile Unit,,35 Windover RD,RANDOLPH,ORANGE,5060,8022726103,,,1
486773.1736,157965.0479,3605,SMARTSHOP TENNEYBROOK #725,0.18,Food Establishment,Convenience Store,,14 S Main ST,RANDOLPH,ORANGE,5060,8027287101,,,1
486773.1736,157965.0479,3606,RANDOLPH DUNKIN DONUTS,0.26,Food Establishment,Convenience Store,,14 S MAIN ST,RANDOLPH,ORANGE,5702,8027755534,,,1
487160.6124,158975.3628,3607,RANDOLPH UNION HIGH SCHOOL,0.075425,Food Establishment,School,,15 FOREST ST,RANDOLPH,ORANGE,5060,8027283397,,,1
486717.3358,158154.0418,3608,CHAMPLAIN FARMS,0.18,Food Establishment,Convenience Store,,16 N MAIN ST,RANDOLPH,ORANGE,5060,8009993726,http://www.champlainfarms.com/,,1
486708.8154,157909.623,3609,CHINA JADE,0.26,Food Establishment,Restaurant,,17 MAIN ST,RANDOLPH,ORANGE,5060,(802) 728-4488,,,1
486708.8154,157909.623,3611,KETNER'S 2ND CUP CAFE & CATERING,0.26,Food Establishment,Restaurant,,17 S MAIN ST,RANDOLPH,ORANGE,5060,,,http://www.facebook.com/pages/Ketners-2nd-Cup-Cafe-Catering/339039502353,1
486708.8154,157909.623,3612,WRIGHT AT HOME CAFE,0.231,Food Establishment,Restaurant,,17 SOUTH MAIN STREET,RANDOLPH,ORANGE,5060,,,,1
489892.908,160426.1413,3613,McDonald’s,0.8085,Food Establishment,Restaurant,,1869 VT ROUTE 66,RANDOLPH,ORANGE,5060,8027473365,,,1
486773.3952,158076.1547,3614,ONE MAIN TAP & GRILL INC,0.081,Food Establishment,Restaurant,,2 MERCHANTS ROW,RANDOLPH,ORANGE,5060,8024313772,,,1
486733.1971,158054.0135,3615,RANDOLPH DEPOT THE,1.008,Food Establishment,Restaurant,,2 SALISBURY ST,RANDOLPH,ORANGE,5060,(802) 728-3333,,,1
486700.829,157931.8604,3616,TEWKSBURYS COUNTRY STORE INC,0.18,Food Establishment,Grocery,,2 WESTON ST,RANDOLPH,ORANGE,5060,(802) 728-5620,,,1
486805.4739,158053.8694,3617,BLACK KRIM TAVERN LLC,0.2205,Food Establishment,Restaurant,,21 MERCHANTS ROW,RANDOLPH,ORANGE,5060,8027286776,,,1
487954.2436,162673.7578,3618,VT MAPLE BBQ COME PARTY WITH THE PIG,0.05,Food Establishment,Mobile Unit,,2236 VT ROUTE 12 N,RANDOLPH,ORANGE,5060,8022821012,,,1
487063.7149,158697.7828,3619,RANDOLPH FARMERS' MARKET,0.18,Food Establishment,Grocery,Farmers' Market,24 CENTRAL STREET,RANDOLPH,ORANGE,5060,(802) 276-3262,,http://www.facebook.com/pages/Randolph-Farmers-Market/133437013359219,1
486837.8394,158176.023,3621,FREEDOM FOODS,,Food Establishment,Bakery,,300 BEANVILLE RD,RANDOLPH,ORANGE,5060,8027280070,,,1
486829.5661,158053.8215,3622,RAIL SIDE TAVERN,0.525,Food Establishment,Restaurant,,27 MERCHANTS ROW,RANDOLPH,ORANGE,5060,8027283513,,,1
486757.4446,158131.7401,3624,CHEFS DOWNTOWN DELI,0.147,Food Establishment,Restaurant,,29 N MAIN ST,RANDOLPH,ORANGE,5060,8022727143,,,1
495688.7361,159964.2979,3625,MESSIERS GENERAL STORE,0.05,Food Establishment,Caterer,,29 ROUTE 14,RANDOLPH,ORANGE,5060,(802) 728-5750,,,1
491425.9012,160168.4341,3626,FLOYD'S GENERAL STORE,0.055,Food Establishment,Caterer,,2964 ROUTE 66,RANDOLPH,ORANGE,5061,,http://www.vaics.org/stores?store=37,,1
486717.2023,158087.3777,3627,NEW EAST GARDEN CHINESE RESTAURANT,0.16,Food Establishment,Restaurant,,3 SALISBURG ST,RANDOLPH,ORANGE,5060,8027283288,,,1
486708.3702,157687.4095,3628,SAFE HAVEN,0.0315,Nursing/Assisted Living,Residential Facility,,4 HIGHLAND AVENUE,RANDOLPH,ORANGE,5060,(802) 728-5233,,,1
487113.0824,159308.7772,3629,RANDOLPH ELEMENTARY SCHOOL,0.17289,Food Establishment,School,,40 AYERS BROOK RD,RANDOLPH,ORANGE,5060,,,,1
506816.7548,273417.0571,3630,BOUTINS MINI MARKET CORP,0.055,Food Establishment,Caterer,,298 VT ROUTE 101,TROY,ORLEANS,5868,8026738217,,,1
507439.447,267139.0956,3631,THE JUNCTION RESTAURANT,0.26,Food Establishment,Restaurant,,4278 VT ROUTE 101,TROY,ORLEANS,5868,802-744-2700,,,1
530661.7481,273042.387,3632,JED’S MAPLE,0,Food Manufacturer,Sweets,,259 DERBY POND RD,DERBY,ORLEANS,5829,8027662700,,,1
507987.441,277330.1018,3633,OLD MILL INC,,Food Manufacturer,Feed/Animal Products,,53 E MAIN ST,TROY,ORLEANS,5868,(802) 9884-474,,,1
507771.1286,267150.6017,3634,TROY COUNTRY STORE,0.18,Food Establishment,Convenience Store,,6561 ROUTE 100,TROY,ORLEANS,5868,8027446146,,,1
524402.6879,271481.8805,3635,TASTINGS FOOD AND SPIRITS,1.155,Food Establishment,Restaurant,,66 MAIN STREET,TROY,ORLEANS,5859,,http://www.tastingsinvt.com/,,1
507616.9152,277274.0854,3636,B & D SUPERMARKET,0.18,Food Establishment,Grocery,,67 MAIN ST,TROY,ORLEANS,5859,,,,1
507494.7555,267116.9348,3637,TROY GENERAL STORE,0.05,Food Establishment,Caterer,,6740 VT ROUTE 100,TROY,ORLEANS,5868,8027442200,,,1
510150.5784,275655.1413,3638,ROSE APPLE ACRES DOLLS,,Food Manufacturer,Food Processor,,721 EAST HL,TROY,ORLEANS,5868,(802) 9884-300,,,1
507569.6051,277274.0292,3639,NORTH TROY VILLAGE PUB & RESTAURANT,0.26,Food Establishment,Restaurant,,MAIN & SCHOOL ST,TROY,ORLEANS,5868,(802) 988-4063,,,1
507482.844,277296.1526,3640,TROY SCHOOL,0.07347,School,School,,126 MAIN ST ,NORTH TROY,ORLEANS,5868,(802) 988-2565,,,1
505608.6942,265459.2315,3641,WESTFIELD GENERAL STORE,0.18,Food Establishment,Caterer,,17 NORTH HILL RD,WESTFIELD,ORLEANS,5874,8027442247,,,1
506390.2089,266004.479,3644,COUTURES MAPLE SHOP AND B&B,0.063,Food Establishment,B&B,,560 VT RT 100,WESTFIELD,ORLEANS,5874,8027442733,,,1
505885.0465,265603.9426,3645,SCENIC VIEW COMMUNITY CARE HOME,0.13125,Nursing/Assisted Living,Residential Facility,,979 VT ROUTE 100,WESTFIELD,ORLEANS,5874,,,,1
499573.79,270968.6492,3646,SKY HAUS,1.26,Food Establishment,Restaurant,,830 Jay Peak Rd,Jay,ORLEANS,5859,(802) 988-2611,,,1
534890.1988,252849.7753,3647,NORTHERN EXPOSURE COUNTRY STORE,0.13,Food Establishment,Bakery,,1266 VT ROUTE 5A,WESTMORE,ORLEANS,5860,,,,1
535434.0573,251830.3795,3648,WILLOUGHBY LAKE STORE,0.18,Food Establishment,Caterer,,2003 VT ROUTE 5A,WESTMORE,ORLEANS,5860,802-525-3300,,,1
540506.7634,238247.2926,3649,ROBINS ROOST,0.3675,Food Establishment,Restaurant,,280 ROUTE 5A,WESTMORE,ORLEANS,5875,(802) 525-4187,,,1
533729.5139,253810.3917,3650,GAP PUB & GRILL THE,0.42,Food Establishment,Restaurant,,280 VT ROUTE 5A,WESTMORE,ORLEANS,5853,8027549478,,,1
537286.2597,246406.7492,3651,MAX & ELLAS DELI,0.05,Food Establishment,Lodging,,5659 VT ROUTE 5A,WESTMORE,ORLEANS,5860,8024673345,,,1
534365.067,253358.1338,3653,WILLOUGHVALE INN & RESTAURANT,0.525,Food Establishment,Lodging,,793 ROUTE 5A,WESTMORE,ORLEANS,5672,8022537301,,,1
528654.5359,257808.566,3654,BROWNINGTON CENTRAL SCHOOL,0.05115,Food Establishment,School,,103 CHASE RD,BROWNINGTON,ORLEANS,5860,8027548467,,,1
527455.8553,264382.0482,3655,MAPLES BAKERY,0.13,Food Establishment,Bakery,,5962 RIVER RD,TROY,ORLEANS,5855,802-744-2584,,,1
528880.5035,258565.2382,3656,WILL O BEE SNACK BAR,0.26,Food Establishment,Restaurant,,ROUTE 5A,BROWNINGTON,ORLEANS,5860,,,,1
473644.6811,105307.6243,3657,BELMONT GENERAL STORE,0.18,Food Establishment,Convenience Store,,2400 BELMONT RD,MOUNT HOLLY,RUTLAND,5730,8022592292,http://www.belmontgeneralstore.com/,,1
472565.3362,102634.4379,3658,VERMONT CROISSANT THE,0.13,Food Establishment,Home-based Business,,954 TIFFANY RD,MOUNT HOLLY,RUTLAND,5730,8022592755,,,1
435304.8223,134410.8385,3659,BENSON VILLAGE SCHOOL,0.03942,Food Establishment,School,,32 SCHOOL ST,BENSON,RUTLAND,5731,8025372491,,,1
435755.6326,134350.9328,3660,WILLIES BBQ,0.13,Food Establishment,Mobile Unit,,3608 ROUTE 22-A,BENSON,RUTLAND,5743,8025372613,,,1
435755.6326,134350.9328,3661,BLACK BOX BBQ,0.05,Food Establishment,Caterer,,3608 ROUTE 22-A,BENSON,RUTLAND,5743,,,,1
434473.4916,131007.7551,3662,OVER THE HILL FARM,,Food Manufacturer,Meat/Poultry/Seafood,,502 STAGE RD,BENSON,RUTLAND,5731,(802) 5372-811,,,1
434716.0286,134372.1191,3663,WHEEL INN RESTAURANT,0.21,Food Establishment,Restaurant,,730 LAKE RD,BENSON,RUTLAND,5743,8025372755,,,1
434651.659,134383.8596,3664,BENSON VILLAGE STORE,0.18,Food Establishment,Restaurant,,774 LAKE RD,BENSON,RUTLAND,5731,802-537-2041,http://www.bensonvillagestore.com/,,1
435937.8128,134015.8442,3665,WEST COAST TACOS,0.05,Food Establishment,Mobile Unit,,58 MILL POND RD,BENSON,RUTLAND,5731,8025373230,,,1
442878.5767,123664.1267,3666,SUNRISE FAMILY RESTAURANT,0.4725,Food Establishment,Restaurant,,178 ROUTE 30,CASTLETON,RUTLAND,5732,8026718070,,,1
442198.2774,123414.4051,3667,CRIPPEN FELLOWS AMERICAN LEGION POST 50,1.47,Food Establishment,Private Club,,378 ROUTE 4 A,CASTLETON,RUTLAND,5732,8024688962,,,1
442531.1702,123633.7625,3668,LAKEWOOD ADULT FAMILY HOME,0.0315,Nursing/Assisted Living,Residential Facility,,69 RAINBOWS END,BOMOSEEN,RUTLAND,5732,(802) 468-3010,,,1
440884.2186,124548.0699,3669,GREEN MOUNTAIN CONSERVATION CAMP,0.39375,Food Establishment,Camp,,LAKE BOMOSEEN,BOMOSEEN,RUTLAND,5651,,,,1
437961.874,121907.8239,3670,ROXIES FRENCH FRIES,0.05,Food Establishment,Mobile Unit,,151 ROUTE 4A WEST,CASTLETON,RUTLAND,5735,8024682261,,,1
443636.5152,127390.9845,3671,LAKE BOMOSEEN LODGE,1.05,Food Establishment,Lodging,,2551  VT Route 30,CASTLETON,RUTLAND,5732,8024685251,,,1
452664.2895,144320.7223,3672,GU MARKETS LLC 1992,0.72,Food Establishment,Grocery,,1 UNION ST,BRANDON,RUTLAND,5733,(802) 247-4113,,,1
452608.826,144443.3379,3673,CAFE PROVENCE,2.6355,Food Establishment,Restaurant,,11 CENTER ST,BRANDON,RUTLAND,5733,802-247-9997,http://cafeprovencevt.com/,https://www.facebook.com/pages/Cafe-Provence/182223998492451,1
456157.0062,146752.342,3675,HATTIES KITCHEN,0.05,Food Establishment,Home-based Business,,114 WYMAN RD,BRANDON,RUTLAND,5733,8022475748,,,1
452913.8426,144330.0648,3676,12 FRANKLIN STREET BED & BREAKFAST,0.063,Food Establishment,Restaurant,,12 FRANKLIN STREET,BRANDON,RUTLAND,5733,(802) 247-3379,,,1
459085.4768,154611.386,3677,BLUEBERRY HILL INN,0.252,Food Establishment,B&B,,1245 GOSHEN RIPTON RD,GOSHEN,RUTLAND,5733,8022476735,http://www.blueberryhillinn.com/,,1
452255.8544,144601.4128,3678,JINGLING JUICE BOX,0.05,Food Establishment,Caterer,,14-3 CHAMPLAIN STREET,BRANDON,RUTLAND,5733,,,,1
442583.0574,166967.4324,3679,CHAMPLAIN BEVERAGE,0.18,Food Establishment,Convenience Store,,1620 US ROUTE 7,LEICESTER,RUTLAND,5733,8024658331,,,1
455349.4959,147502.1467,3681,NESHOBE SCHOOL,0.225435,Food Establishment,School,,17 NESHOBE CIRCLE,BRANDON,RUTLAND,5733,8022473721,,,1
449685.3876,147364.7801,3683,BRANDON FARMERS MARKET CO-OP,0.18,Food Establishment,Grocery,Farmers' Market,185 ADAMS ROAD,BRANDON,RUTLAND,5733,,,https://www.facebook.com/pages/Brandon-Farmers-Market/128788920470609,1
452745.4744,144420.1451,3684,BRANDON INN THE,2.3625,Food Establishment,Lodging,,20 PARK ST,BRANDON,RUTLAND,5733,8022475766,,,1
451377.5322,147752.2028,3685,SMOKERISE RESTAURANT,0.26,Food Establishment,Restaurant,,2111 GROVE ST,BRANDON,RUTLAND,5733,,,,1
451402.0682,147807.5791,3686,CATTAILS RESTAURANT,0.735,Food Establishment,Restaurant,,2146 US ROUTE 7,BRANDON,RUTLAND,5733,8022479300,http://cattailsvt.com/,,1
