GeoFips,GeoName,LineCode,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
42000,Pennsylvania,1,Personal consumption expenditures,255549.4,269304.1,286180.6,306158.9,319605.1,331645.1,351529.1,370903.4,390394.7,408447.7,426004,441304,437162,455819.5,473141.1,483674.8,493105.3,506662.5,520049.5,531332.5,549026.4,576675,592927,572692.2,635754.1
42000,Pennsylvania,9,      Food and beverages purchased for off-premises consumption,20924.1,21281.2,22491.2,23617.7,24201.4,24592.3,26445.2,26876.6,28114.5,29411.5,30974.5,32740.5,32752.5,33136,33858.6,34796.8,35083.8,35871.5,36451.8,37154.5,37711.5,38333.9,39252.7,41854.1,45258.3
42000,Pennsylvania,10,      Clothing and footwear,11177.4,11614.2,12224.5,12585.6,12195.3,12048.1,12462.8,12570,12805.3,12910.8,12886.1,12754.2,12554.4,12994.2,13534.7,13585.6,13691.6,14112.8,14166.3,14465.5,14402.9,14626.2,14552,12863.5,16732.3
42000,Pennsylvania,13,  Services,164054.8,174445.2,183994.6,197483.7,208071,217059.2,229931.8,243528.8,257974.4,271203.2,284055.3,296518.2,297091.8,309507.5,318884.7,326690.9,334650.7,345441.5,358864.3,368164.9,381547,401976.6,414212.8,389940.1,422451.3
42000,Pennsylvania,19,      Food services and accommodations,13596.5,14245.2,14731.4,15767.8,16179.4,16870.8,17698.5,18733,19765.7,20671.6,22002.3,22606.1,22582.8,23640.6,24911.6,26275,26994.7,28018.8,29449.9,30271.5,31264.1,32500.4,33549.6,25597.1,33613.7
44000,Rhode Island,1,Personal consumption expenditures,20710.8,21955.3,23393.7,25345.4,26639.2,28065.2,29979.2,31577.4,33233.1,34645.3,35737.9,36333.3,35991.9,36683.6,37747.3,38179.9,39183,40534.1,41710.4,42732.8,44062.5,45892.7,47038,45546.3,51393.9
44000,Rhode Island,9,      Food and beverages purchased for off-premises consumption,1709.2,1770.9,1889.7,2000.1,2104.4,2163.8,2231.2,2331.3,2436.9,2532,2644.8,2694.2,2680.2,2706.9,2771.7,2836.8,2925.3,3058.7,3154.1,3260.5,3383.8,3521.2,3606,3895.7,4167
44000,Rhode Island,10,      Clothing and footwear,774.9,815,881.9,939.2,935.2,952.8,957,978.2,998.3,1009.8,993,953.8,875.2,898.9,914.9,973.3,981.4,1001.2,1014.6,1020.7,1019.6,1039.5,1033.7,925.8,1252.9
44000,Rhode Island,13,  Services,14313.2,15242.9,15989.2,17260.3,18217.2,19092.6,20443.7,21582.4,22799.2,23987.8,24990.3,25784.9,25949.5,26496.9,27107.1,27370.5,28004.1,28858.3,29725.6,30431.3,31245.2,32375.2,33204.6,31300.6,35018.4
44000,Rhode Island,19,      Food services and accommodations,1312.4,1403.6,1499,1640.8,1719.1,1820.2,1958.9,2090.7,2165.6,2239.5,2299.3,2339.1,2312.9,2412.5,2523.3,2649.3,2764.2,2934.6,3137.5,3311.5,3455.5,3661.8,3907.4,3040.1,4147
45000,South Carolina,1,Personal consumption expenditures,70588.3,74955.5,80383,86016.9,89509.3,93115,97975,105225.8,112950.6,120096.5,127609.3,132643.9,131069.1,137415.4,142820,146532.2,151996.2,159071.9,165037.1,171796.1,179228.8,188518.4,196321.3,196787.9,224785.5
45000,South Carolina,9,      Food and beverages purchased for off-premises consumption,6776.5,7087.6,7605,7884,8085.2,8053.5,8233.7,8926.6,9748.3,10100,10659.1,11505,11816.2,12159.7,12445.9,12586.5,13078.7,13749.3,14069.6,14570.1,14742.3,15354.6,15860.7,17615.3,18839.4
45000,South Carolina,10,      Clothing and footwear,3624.8,3769.4,4004.3,4048.5,4002.8,4073.2,4192.9,4388,4560.3,4720.5,4784.4,4738.1,4572.5,4654.8,4799.4,4909.9,4995.4,5195.8,5297.7,5457.9,5710.5,5972.6,6222,5930,7061.8
45000,South Carolina,13,  Services,43141.2,46013.9,48508.6,52246.1,55401.4,58174,61134.6,65330.3,69537.4,74115.2,79400.5,83710.8,84670.6,88298.8,90902.2,93321.9,96744.5,101662.2,107141.8,112149.1,117111.1,123147.8,128860.1,125162.3,140074.6
45000,South Carolina,19,      Food services and accommodations,5028.1,5258.7,5580.1,5929.5,6004.3,6282.7,6746.4,7302,7825.8,8404.6,8880.4,9125.9,9043.1,9440.5,9868.6,10383.1,10797,11336.2,12313.7,13096,13797.1,14351.6,15139,13035.9,17159.7
46000,South Dakota,1,Personal consumption expenditures,13007.6,13667.1,14585.2,15553,16289.6,17008.2,18034,19348.3,20733.1,22092.7,23381.3,24526.6,24710.2,26007.3,27224.3,28218.1,29122.1,30225.5,31621.4,32806,34399.5,36112.8,37494.4,37476.5,42745
46000,South Dakota,9,      Food and beverages purchased for off-premises consumption,1195.2,1220.3,1257.4,1308.1,1384.8,1423.6,1486.1,1598.3,1689.9,1757.6,1833.9,1919.8,1988.3,2031,2142.5,2198,2220.9,2292.9,2346.6,2394.6,2406,2464.1,2528.2,2752,2955.3
46000,South Dakota,10,      Clothing and footwear,564.6,569,583.9,586.1,574,578.7,599.2,604.8,651.3,666.1,673.2,681.1,687,714.6,741.9,773.6,795.2,826.3,849.1,873.1,888.6,916.9,920.6,900.9,1164
46000,South Dakota,13,  Services,8351.5,8870.9,9434.2,10074.3,10607.7,11135.8,11829.3,12708.5,13638.4,14597.2,15450.7,16459.4,16847,17778.9,18597.3,19327.2,19990.6,20794,22050.9,23098.4,24459.1,25779.9,27014.3,26312.9,29589.5
46000,South Dakota,19,      Food services and accommodations,885.7,915.4,989,1062.2,1084.7,1174.4,1239.7,1324.8,1395.7,1504.5,1582.9,1655.6,1686.3,1749.1,1805.8,1876.8,1920.7,2008.7,2120.7,2192.4,2261.8,2341,2397,2125.2,2802.1
47000,Tennessee,1,Personal consumption expenditures,105743.6,110964.3,118263.8,126206,129992.3,134628.3,140625.2,149220.1,158956.4,168266.9,177608.3,181695.8,179109,186742.5,195285.2,201025.4,204581.1,213215.6,219893.4,228519,238681.9,250515.5,260150.9,259372.2,296228.3
47000,Tennessee,9,      Food and beverages purchased for off-premises consumption,9399.7,9536.7,9966.5,10312.9,10631.2,10707,11032.4,11556.7,12219.6,12998.9,14105.9,14956.5,15650.8,16070.3,16989.5,17287.3,16945.8,17038.7,16695.3,16636.9,16710.6,17185.6,17712.7,19654.4,21037.8
47000,Tennessee,10,      Clothing and footwear,5100.2,5423.4,5588.8,5686.2,5641.9,5509.2,5438.2,5662,5890,6063.2,6201.5,5968.8,5629.6,5924.8,6176.9,6355.6,6432.2,6640.9,6768.8,6973.5,7139.7,7337.4,7402.2,7144.1,9215.8
47000,Tennessee,13,  Services,63776.1,66954.9,70612.1,75908.6,79459.7,82990.2,87149.8,92441,98560.4,104991.4,111115,114951.2,116065.6,120121.5,124355.7,128173.8,131455.9,137573.2,144330.7,151469.9,158810.6,166793.1,173930.3,168642.7,187275.4
47000,Tennessee,19,      Food services and accommodations,7040.9,7268.9,7675.3,7890.1,7983.6,8327,8843.1,9364,10054.6,10609.4,11215.5,11287.4,11303,11859.1,12446.4,13165.5,13441.5,14390.7,15475.7,16534.1,17524.4,18793.2,19650,16859.1,21601.5
48000,Texas,1,Personal consumption expenditures,376030.3,404150,434458.2,472005.9,498607.6,516633.6,541573.6,575591.4,620204.2,661764.6,702866.4,734606.7,734617.2,772104.7,818338.9,857206.9,893396.7,945832.8,985928.1,1024102.9,1070314.7,1127680.2,1171626.5,1168805.2,1332115.7
48000,Texas,9,      Food and beverages purchased for off-premises consumption,32634.5,33623.6,36001.6,37829.7,39860,40202.4,42144.2,45162.8,48373.7,51345,54323.7,57496.4,58623.2,60348.4,64165.5,67762.1,69771.8,73587.5,75734.9,77414.6,80181.5,82780.6,85054.2,95433.5,102502.4
48000,Texas,10,      Clothing and footwear,18065.9,19056.4,20016.2,21072.6,20905.6,20883.1,21537.6,21981.7,23786.7,25776.6,26577,26175.8,26037.2,27095.4,29335.5,30915.9,31521.3,32216.5,33026.6,33907.9,34541.4,35691,35854.9,33282.7,42303.3
48000,Texas,13,  Services,234273.8,253130.4,269123.4,292548.1,312758.8,327450,344817.7,364692.6,389023.4,416601.6,441997.1,470775.6,481646.3,504940.5,528352.1,550115,574861.8,610321.1,643762.7,675332.7,705664.1,743535.6,777838,752686.8,832137.6
48000,Texas,19,      Food services and accommodations,24129,25778.5,27386.5,29917.6,30918.5,31768.6,33612,36189.7,39195.7,42661.6,45183.7,47710.7,48751,50804,54465.8,58201.9,61349.4,65979.4,71097,74288.4,77629.8,82150.1,86622.4,74840.2,94857.2
49000,Utah,1,Personal consumption expenditures,37325.7,39429.7,41686.7,44820.9,46874.3,49194.5,51832.4,56035.9,60621.2,65910.3,71138.3,73868.2,72526.6,74655.6,78041.7,81993,85430.1,90175.4,94726.6,100033.9,106285.2,113697.3,119720.1,122472.1,142373.9
49000,Utah,9,      Food and beverages purchased for off-premises consumption,3542.5,3609.6,3792.5,3938.8,4085.3,4124.8,4359.4,4811.2,5114.3,5598.5,6157.9,6415.3,6402.9,6455.4,6676,6839.4,6941.3,7358.4,7575.2,7893.8,8192.8,8553.3,8884.4,9701.3,10386.5
49000,Utah,10,      Clothing and footwear,1689.8,1737.6,1825.1,1828.8,1831.6,1869.6,1952.8,2040.2,2153.8,2350.9,2472.4,2440.2,2431.8,2414.7,2507,2687.1,2761.2,2809.5,2893.9,2989.3,3087.5,3257.7,3334.1,3170.9,4118
49000,Utah,13,  Services,22214.9,23769.3,24971.6,27214.5,28889.3,30503.9,32218.8,34341.4,37132.3,39914.6,42780.5,45592.8,46300.9,47615.7,49755.3,52031.2,54095.2,57021.1,60135.8,63586.2,67344.8,71851.3,76078.9,75476,84849.8
49000,Utah,19,      Food services and accommodations,2420.3,2537.4,2636.7,2855.4,2941.3,3092.3,3170,3363.4,3611.7,3966.2,4251.6,4520.3,4398.4,4549.2,4809.9,5119.6,5397.5,5855.7,6467.2,6829.2,7289.9,7798,8284,7378.4,9404.5
50000,Vermont,1,Personal consumption expenditures,12821.4,13629.8,14585.6,15688.6,16616.9,17404.6,18420.9,19550.2,20693.7,21708.6,22448.1,23313,23216.2,24028.5,25151.8,25822.2,26422.7,27285,27664.4,28080,28734.7,30012.6,30718.7,29686.3,32769.8
50000,Vermont,9,      Food and beverages purchased for off-premises consumption,1194.7,1232.9,1311.2,1375.8,1452.7,1498,1553.5,1628.3,1706.4,1776,1858.1,1994,2069.8,2121.7,2208.5,2268.1,2289.6,2322.8,2347.5,2331.4,2359.9,2467.9,2518.1,2704.7,2868.4
50000,Vermont,10,      Clothing and footwear,528.2,523.6,535.5,549.6,546.5,544.1,544.9,556.2,572.3,580.8,571.1,547.4,515.9,523.4,529.7,530.1,541,548.9,554.3,556.8,554,560.8,563.3,500,624.1
50000,Vermont,13,  Services,8263.2,8889.4,9446.7,10173.2,10784.6,11287.6,12001.5,12681.2,13483.1,14278.1,14817,15508.6,15722.3,16244.1,16928,17473.8,17914,18604,19060.6,19501.9,19954,20826.6,21435.4,20166.6,21935.4
50000,Vermont,19,      Food services and accommodations,888.3,920.6,955.1,1027.2,1051.2,1105.2,1163.5,1251.4,1301.8,1354.5,1388.6,1427.4,1425,1490.3,1562.5,1621.3,1690.1,1778,1862.6,1896.8,1980.7,2046,2097.9,1485.8,2017.2
51000,Virginia,1,Personal consumption expenditures,141305.6,150289.6,162484.3,175778.3,184652.3,194618.7,206836.8,223149.6,240380.6,254834.8,268071.1,278173.2,275875,287429,298054,306813.9,313500.7,323352.6,330496.5,340009.9,350788.7,366521.5,376752,369718.3,416984.5
51000,Virginia,9,      Food and beverages purchased for off-premises consumption,12071.2,12392.4,13265,14062,14569.8,15138.1,15675.9,16559.9,17648.1,18655.6,19519.6,20516.2,20715.4,21302.1,22172.6,23027.8,23127.2,23587.9,24152.8,24907.4,26088.3,26600.7,27332.9,29855.8,32224.2
51000,Virginia,10,      Clothing and footwear,6765.9,7093.5,7616.5,7777.2,7745.2,7826.2,8121.3,8633.9,8956.7,9318.9,9255.5,9093.9,8752.9,9109.9,9347.6,9606.7,9627.7,9743.6,9884.2,9995.1,9901.9,10102.6,10209.7,9389,12121.1
51000,Virginia,13,  Services,87858.1,93901.1,100395.8,109069.4,116154.8,123246.4,131518.4,141682.8,153160.7,163074.8,173924.8,183497.1,185948.9,193349.7,198509.2,204313.1,209484,217589.1,224047.8,232343.7,238967.1,250110.3,257216.8,244003.9,270776.1
51000,Virginia,19,      Food services and accommodations,9092,9464.8,10068.2,10988.7,11364.7,11826.6,12769.2,14017.5,15188.8,16289.1,17066.1,17673.7,17601.9,18260.2,19083.8,19901,20368.7,21300,22478.1,23242,24015.2,24881.1,25671.6,20769,26917.7
53000,Washington,1,Personal consumption expenditures,119075.9,131060.1,140900.9,151834.2,156491.9,162268,171444.6,182926.2,195074.7,208972.1,221439,231326.8,229024.1,236110.1,247059,256411,265860.5,278807.3,291410.7,306826.3,325712.5,347152.4,361957.5,356590.2,400486.8
53000,Washington,9,      Food and beverages purchased for off-premises consumption,10856.2,11428.8,12029.4,12766.6,13207.9,13674.4,14547.8,15566.9,16827.5,17922.7,18854.9,19754,19696.5,19987.5,20911.7,21453.1,22089,22668.9,23042.8,23279.5,24008.3,24918.8,25745.8,28993.2,30287.1
53000,Washington,10,      Clothing and footwear,4737,5038.1,5237.4,5328.6,5261,5216.8,5325,5606.9,6076.9,6378.5,6603.7,6228.7,5703.6,6303.7,6967,7166.6,7482.8,7524.9,7528.3,7663,8054.5,8594.9,8853,8127.4,9772.4
53000,Washington,13,  Services,76660.9,84731.4,91043.3,98311.1,103066.3,107529.8,113061.2,120505,128365.6,137585.4,146076.9,156208.3,158603.4,163417,169934.2,177257.6,183262.1,193526.2,205252.1,217715.3,231178.7,246697.3,258375.8,244464.2,270707.2
53000,Washington,19,      Food services and accommodations,7556.6,8478.4,8704.4,9170.4,9276,9364.3,9982.4,10705.4,11697.8,13146.8,13294.7,13584.1,13229.4,13631.6,14341.7,15305.9,15860.7,16842.3,18386.4,19581.3,21726.6,23256.6,24447,18303.9,23543.3
54000,West Virginia,1,Personal consumption expenditures,30313.2,31658,33356.4,35221.9,36582.9,38098.3,39784.4,42156.7,44383.6,46349.1,48335.7,50416,51240.2,53331.2,55749,57346.1,58325.7,59563,60923,62330.9,63838,66575.1,67992.2,66537.4,73374.9
54000,West Virginia,9,      Food and beverages purchased for off-premises consumption,3087.6,3113.7,3204,3271.8,3282.5,3325.4,3405,3587.3,3743.7,3938.3,4131.3,4418.5,4578.3,4680.7,4842.5,4877.6,4946.4,4990.7,5016.5,5158,5235,5253,5390.4,5821.4,6233.9
54000,West Virginia,10,      Clothing and footwear,1116,1180,1216.5,1255.4,1218.6,1218.7,1213,1234,1297,1340.1,1357.5,1381.8,1375.8,1409,1440.3,1470.2,1489.3,1494.3,1509,1505.3,1475.5,1483.8,1468.4,1389.4,1860.8
54000,West Virginia,13,  Services,18684.4,19666.4,20666.2,21915.6,23080,24174.2,25340.4,26857.5,28494,29780.7,31148.5,32686,33760.5,34924.1,36254.5,37544.6,38245.1,39374.1,40842.6,42228.6,43470.7,45581.4,46869,44893.4,48256.8
54000,West Virginia,19,      Food services and accommodations,1715.9,1789.7,1847.2,1940.9,1973.5,2056.5,2198.5,2330.8,2486.8,2640.6,2747.3,2932.9,3039.7,3206.2,3516.4,3712.9,3681.6,3722.7,3879.4,3889.9,3914.9,4015.2,4103.2,3401.8,4333.3
55000,Wisconsin,1,Personal consumption expenditures,103067.5,109177.9,116623.1,125128.5,130713.5,136084.5,143768.7,152421,160653.1,169089.9,175602.1,180965.1,178960.1,184972.1,192083.7,195367.4,200057.4,206512.4,211770.9,218339.8,226584.6,237862.2,243920.4,239972.9,266288.8
55000,Wisconsin,9,      Food and beverages purchased for off-premises consumption,9715.4,9824.5,10251.5,10605.2,10862.2,10902.8,11086.5,11798,12381.9,13230.4,13864.1,14263.7,14325,14358.9,14885.9,15285.9,15373.7,15608.5,15735.9,15996.6,16553.5,16997.1,17290,18450.5,19384.4
55000,Wisconsin,10,      Clothing and footwear,4097,4237.7,4476.7,4635.5,4590.2,4586.5,4718.5,4801.7,4848.3,4951,4879.5,4917.3,4844.2,4964.9,5068,5111.4,5317.5,5458.4,5487,5675.6,5744.5,5881.5,5767.2,5351.4,6772.7
55000,Wisconsin,13,  Services,63980.6,68532.6,72665.5,78469.9,83122.6,87365.5,92890.3,98436.2,104372.7,110063.6,114883.1,119387.3,120295.2,124206.6,128090,130042,133112.2,137552.2,142506.2,147710.4,153174.8,160703.6,165574.3,158495.8,172101.6
55000,Wisconsin,19,      Food services and accommodations,5948,6192.8,6489.6,7006,7139,7416.7,7941.9,8492.8,8942.1,9486.6,9862.3,10040.3,9992.3,10335.7,10656.4,11066.1,11383.5,11968.8,12745.2,13204,13823.8,14337.2,14763.3,12223.2,15706.8
56000,Wyoming,1,Personal consumption expenditures,9363.5,9993.4,10698.3,11458.7,11914.4,12420.8,13215.8,14256.6,15388,16747.8,18164.6,18995.8,18550.8,19198.6,20177.9,21147.6,21807.3,22553.5,23022.7,23082.9,23562.6,24355.2,24806.1,24566.4,27685.2
56000,Wyoming,9,      Food and beverages purchased for off-premises consumption,919.6,935.3,986.3,1020,1046.3,1059.6,1120.9,1186.9,1275.6,1397.1,1549.2,1642.2,1654.3,1637.4,1672.1,1720.8,1757.9,1816.3,1858.9,1884.2,1930.7,1976.1,2042.2,2221.6,2327.7
56000,Wyoming,10,      Clothing and footwear,532.3,557.6,561.2,550.7,545,537.7,557.4,588.6,618.7,660.3,675.4,680.9,664.4,680.5,712.5,718.9,726.6,750.9,761.3,756.9,750.7,776,787.1,770.9,987.7
56000,Wyoming,13,  Services,5681.9,6132.4,6563.2,7138.5,7434.7,7786.4,8300.5,8942.3,9646.6,10434.9,11292.5,11944.5,11990,12498.4,13101.3,13870.7,14442.4,15041.1,15565.7,15810.9,16177.2,16683,16971.6,16432.1,18155.4
56000,Wyoming,19,      Food services and accommodations,684.5,705.5,735.1,776,793.3,840.5,887.6,954.4,1041.5,1143.3,1226.2,1271.6,1249.1,1278,1332.9,1399.8,1422.4,1460.5,1517.1,1538.7,1564.9,1663.3,1729.3,1436.9,1999
91000,New England,1,Personal consumption expenditures,322948.3,344217.6,368131.1,396631.1,417039.5,434364.9,459224.2,486399.6,513830,538607.5,557905.2,574301.1,566130.2,584318.3,604110.8,618416.2,633166,657360.9,677452.8,697232.8,722445.9,751265.8,772743.8,748349.3,842371.3
91000,New England,9,      Food and beverages purchased for off-premises consumption,26712,27324.1,29223.9,30473.1,32090.7,33005.6,33813.6,35845.5,37291.4,38733.9,40344.5,41826,42053.9,42798.6,44623.5,46083,46956.7,48613.4,49463.4,50488.5,52552.2,53492.2,54890.9,59174.6,63246.9
91000,New England,10,      Clothing and footwear,15173.1,15646.8,16334.2,16904.6,16802.6,16506.4,16946,17587,18009.6,17738.7,17644.2,17448,16669.1,17190.9,17287.8,17848.1,17994.6,18154.9,18399,18680.7,18480.4,18712.8,18905.9,16241,21525.8
91000,New England,13,  Services,212218.2,228218.5,242355.1,261962.8,277046,289359.5,306888.9,324130.7,343309.6,363549.6,378701.3,394916.8,395675.8,407931.7,420258.8,430883.5,441292.6,459295,477223.9,493680.8,510790.8,532437.4,548885.4,518267.5,574162.9
91000,New England,19,      Food services and accommodations,19040.4,20182,21325,23064.1,23770.5,24726.4,26221.2,28068.4,29388.2,30947.4,32247.8,33181.2,32943.9,34248.9,35777.1,37446.7,38788.5,40836.2,43359.1,45386,47437.4,49510.3,52023.1,39268.3,52572.1
92000,Mideast,1,Personal consumption expenditures,980357.1,1039759.4,1109981.9,1193615.6,1248142.1,1299105.7,1373187.7,1455405.8,1543983.4,1625168,1701212.1,1758251.7,1739933.5,1805132.3,1876091.7,1928452.6,1977248.2,2051747.5,2110911.3,2170520.9,2248231.4,2361071,2435488.6,2348745.5,2603054.9
92000,Mideast,9,      Food and beverages purchased for off-premises consumption,76536.8,78314.4,82711.7,86816.2,90632.7,92693.5,97370.2,101472.4,107348.5,111639.4,116615.7,121662.9,122088.7,125307.9,129696.3,133101.2,135675.4,139433.1,142102.5,143918.6,147811.2,151840.1,156855.4,168636.1,180161
92000,Mideast,10,      Clothing and footwear,47481.1,49271.8,52088.9,53827.4,52814.3,52867.8,53878.6,55296.3,57261.9,59203.5,59419.3,58216.4,55822,58260.3,61701.3,63603.2,64071.2,65643.6,66597.2,67329.5,67330.5,69024.8,70299.8,58638.1,75854.8
92000,Mideast,13,  Services,647276.2,690882.6,732415,789093.3,829262.4,865747.4,917015,972646.3,1035606.6,1093565.9,1150688.9,1206442,1212429.7,1254315.7,1294544.6,1331847.3,1368196.9,1425308.5,1477026.1,1529902.5,1587213.4,1671706,1724343.1,1622051.2,1759577.3
92000,Mideast,19,      Food services and accommodations,55025.6,57679.5,61186.4,66038.3,67252.9,69966.8,74233.5,79835.3,85289.2,91205.8,96680.2,100440.9,99404.4,104193.8,110016.6,115763.6,120130.3,126700.4,134148.2,140371,147806.7,155239.3,161867.9,115912.8,153657.2
93000,Great Lakes,1,Personal consumption expenditures,886156.5,935309.2,992265.1,1060811.1,1100966.6,1137294.3,1187968.4,1248521.6,1311237.3,1365723.4,1419469.5,1454258.8,1430823.2,1479832.8,1537699.3,1582100,1621120,1679728.8,1725719.8,1779064.8,1844706.1,1925620.5,1973583.6,1934556.9,2162454.8
93000,Great Lakes,9,      Food and beverages purchased for off-premises consumption,77132.6,78293.1,81166.9,84873.7,87785.8,89241.9,92346.5,96612.5,99647.1,103163.7,107523.5,111001,111239.1,112338.4,116703.7,119792.3,121772.7,125497.2,128856.4,132138.4,137949.4,140922.6,144404,155952.4,165947.3
93000,Great Lakes,10,      Clothing and footwear,39361.2,40703.5,42445.6,43353.2,42694.2,42369.6,42904.9,43682.3,44518.8,45106.6,44705.4,43883.5,42208.8,43764.3,45231.5,46501.2,47076.4,48157.9,49121.2,50132.7,50158.7,51116.6,51195.7,47251.8,61269.3
93000,Great Lakes,13,  Services,554706.2,590762.2,622415.9,668108.2,702174.6,730064.1,767006.2,807763.4,855143.5,894610.6,933709.2,969468.4,971997.4,1002617.6,1032379.5,1063310.4,1090777,1134474.1,1173834.3,1217340.5,1258092.9,1315722.7,1351249.1,1287592.4,1401904.6
93000,Great Lakes,19,      Food services and accommodations,53139.9,55735.7,58191.6,61552.2,63132.2,65456.5,68507,72488.6,75985.5,79464.1,82975.9,84481.9,83603.8,86321.9,90526.4,94881.2,96972.4,100756.1,107556.4,111372.9,115441.8,120278.2,124184.9,101410,129969.5
94000,Plains,1,Personal consumption expenditures,380211.2,401201.6,428268.2,459216.6,478897.9,496215.1,521292.8,551260.8,579445.7,606369.6,634547.8,658291.9,651619.8,675539.8,706152.6,728122.6,746280.4,771812.9,791204.9,811901.8,842841.2,879266.1,902272.6,883216.7,985709.1
94000,Plains,9,      Food and beverages purchased for off-premises consumption,32605.6,33398.9,35070.9,36376.6,37818.7,38709.4,39961.1,41825.8,43812.9,45141.7,47294.1,49624.9,50585.6,51432,53590.3,55317.8,55795.8,57295.9,58348.8,59403.9,60670.1,62034,63096.5,68193.3,72679.2
94000,Plains,10,      Clothing and footwear,15373.9,15934.6,16436.9,16881.3,16931.4,17085.4,17564.2,17999.6,18421.2,18782.3,18799.8,18843.1,18519.6,19044.7,19726.4,20312.2,20537.4,21108.4,21520.7,21890.5,21879.5,22173.8,22058.9,20609.1,26318.3
94000,Plains,13,  Services,237231.5,251858,267537.1,288860.4,303555.2,315694,332852.7,352181.9,371768.8,390612.5,410547,430009.5,432931.6,447463,463846.9,478456.8,493437,513772.7,533401.1,551651.3,574322.1,600485.8,619843.1,590561.2,641923.5
94000,Plains,19,      Food services and accommodations,22279.6,23386.6,24506,26227.2,26854.7,27971.5,29541,31490,33264,35194.2,36787.7,37972.1,38137.4,39244.8,40996.5,42833.6,43958.2,45733.6,48049.4,49429.3,50880.1,52645.9,54184.7,45436.5,58753.2
95000,Southeast,1,Personal consumption expenditures,1288524,1365459.7,1459563.2,1568471.8,1637022.6,1700377.3,1792700.8,1918794.3,2058458.6,2191725.5,2305481,2367236.2,2328415.2,2420407.9,2524460.6,2603731,2677241.9,2793844.2,2896706.8,3001673.6,3126519.2,3287358.9,3406985,3381445.8,3853989.9
95000,Southeast,9,      Food and beverages purchased for off-premises consumption,117899.8,122023.9,128996.4,135465.3,140380.1,141608.7,146888.4,155883.8,165764.2,173929.8,182805,191859.1,195028.8,198550.1,206414.1,213350.1,217798.3,225848.8,232236.5,237689,245888,253432.3,262466.6,288076.7,309669.7
95000,Southeast,10,      Clothing and footwear,55263,57896,61144.6,63050,62994.5,62793.5,64268,67048.5,70094.1,73469.1,74610.3,73144,70771,73549.3,76402.4,78811.6,80549.1,83282.9,85285.8,86880.8,87506.9,89803.2,91069.1,84682.9,109760.4
95000,Southeast,13,  Services,799921.3,851382.5,901355.6,973390.7,1025724.3,1073441.7,1134335.8,1211519.6,1297653,1384780.8,1468875.1,1533132,1537073.3,1591497.6,1645871.8,1694177.8,1741807.7,1823924.2,1910559.6,1997394.3,2080693.8,2191624,2280495.3,2193368.5,2446386.4
95000,Southeast,19,      Food services and accommodations,84861.2,88668.7,93050.4,99505.5,101982.2,106316.8,113797.7,123541.9,133350.3,142278,149400.8,153172.2,151942,158533.1,166785.6,175698,182645.4,194013.1,207303.8,216784.4,226047.9,237297.2,247288.4,207800,271792.6
96000,Southwest,1,Personal consumption expenditures,559874.4,600055,644023.6,697429.1,734545.8,762649.7,802987.2,856573.8,925400.3,990427.1,1050092.3,1091349.1,1082762.4,1132704.3,1193319.2,1243806.4,1290692,1359885.9,1412418.8,1463883.3,1529581.2,1611554.9,1673554,1670016.2,1897419.8
96000,Southwest,9,      Food and beverages purchased for off-premises consumption,48641.3,50095.1,53526.9,55807.7,58514.5,59187.8,62259.2,66982.8,72140.6,76962.8,81656.5,86081.1,87194,89273.3,93890.3,98038.6,100532.6,105787.5,108808.1,111185.3,115206.2,118642.1,121517,135637.4,145176.7
96000,Southwest,10,      Clothing and footwear,25375,26550.5,27960.3,29478.6,29439,29661.2,30728.6,31633.2,34085.9,36746.2,37843.2,37252.5,36871.9,38292.6,40941.6,42914,43735.4,44781.6,45908.1,47094.1,47843.9,49375.5,49775.8,46469.4,59255.4
96000,Southwest,13,  Services,349197.6,376705.3,400412.6,433613.1,461589.9,483803.4,510768.5,542091.9,580910.8,622555.6,660757.6,699928.3,711018.1,742278.4,773004.9,802076.2,833780.3,880519.5,925018.3,968072.6,1011499.3,1066170.5,1114896.9,1078365.9,1190604.6
96000,Southwest,19,      Food services and accommodations,36496.4,38717.5,41065.6,44684.9,46060.9,47577.1,50379.2,54400.8,59291.9,64608.3,68607.7,71682.9,72527.5,75244.2,80100.1,85132.4,89485.4,96036.3,103374.7,107705.2,113117.2,119703.6,125705.4,108739.6,138564.4
97000,Rocky Mountain,1,Personal consumption expenditures,173689.9,185498.3,200453.3,218423.2,229356.3,237891.6,250010.6,267180.7,285870.5,306719.5,327112.1,339039,333104.6,344154.1,359904.1,373001.3,388277.4,408604.7,428964.5,450232.8,475476.3,503184.2,526758,530438.1,608692.3
97000,Rocky Mountain,9,      Food and beverages purchased for off-premises consumption,15647.2,16235.1,17493.2,18234.8,19185.5,19350.4,20501.1,21910.5,23391.3,24822.3,26852.3,28130.4,28425.8,28530,29691.9,30968.6,31799,33618.8,34998.9,36421.1,37991.1,39210.4,40684.7,44495.7,47184.6
97000,Rocky Mountain,10,      Clothing and footwear,7365.4,7705.2,8181.2,8434.6,8527.8,8531.3,8817.7,9154.1,9637.4,10235.2,10542,10450.9,10115.4,10314.5,10803.5,11234.4,11538.9,11849.5,12222.1,12598.8,12800.5,13390,13838.6,13100.8,16809.1
