State,County_name,metro_status,farming,mining,manufacturing,government,recreation,non_specialized,low_education,low_employment,pop_loss,retirement_dest,persistent_poverty,persistent_child_poverty
IN,Randolph,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Ripley,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Rush,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,St. Joseph,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Scott,1,0,0.00,1,0,0,0,0,1,0,0,0,0
IN,Shelby,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Spencer,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Starke,0,0,0.00,0,0,0,1,0,1,0,0,0,0
IN,Steuben,0,0,0.00,1,0,1,0,0,0,0,0,0,0
IN,Sullivan,1,0,1.00,0,1,0,0,0,1,0,0,0,0
IN,Switzerland,0,0,0.00,0,0,1,0,0,0,0,0,0,0
IN,Tippecanoe,1,0,0.00,0,1,0,0,0,0,0,0,0,0
IN,Tipton,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Union,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Vanderburgh,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Vermillion,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Vigo,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Wabash,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IN,Warren,0,1,0.00,1,0,0,0,0,0,0,0,0,0
IN,Warrick,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IN,Washington,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Wayne,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IN,Wells,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,White,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IN,Whitley,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,Adair,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IA,Adams,0,1,0.00,1,0,0,0,0,0,1,0,0,0
IA,Allamakee,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Appanoose,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IA,Audubon,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Benton,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Black Hawk,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,Boone,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Bremer,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Buchanan,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Buena Vista,0,0,0.00,1,0,0,0,1,0,0,0,0,0
IA,Butler,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Calhoun,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Carroll,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IA,Cass,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IA,Cedar,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Cerro Gordo,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IA,Cherokee,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IA,Chickasaw,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IA,Clarke,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,Clay,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IA,Clayton,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IA,Clinton,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IA,Crawford,0,0,0.00,1,0,0,0,1,0,0,0,0,0
IA,Dallas,1,0,0.00,0,0,0,1,0,0,0,1,0,0
IA,Davis,0,1,0.00,0,0,0,0,0,0,0,0,0,0
IA,Decatur,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Delaware,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,Des Moines,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IA,Dickinson,0,0,0.00,0,0,1,0,0,0,0,0,0,0
IA,Dubuque,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Emmet,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IA,Fayette,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Floyd,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IA,Franklin,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Fremont,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IA,Greene,0,1,0.00,0,0,0,0,0,0,0,0,0,0
IA,Grundy,1,1,0.00,0,0,0,0,0,0,0,0,0,0
IA,Guthrie,1,1,0.00,0,0,0,0,0,0,0,0,0,0
IA,Hamilton,0,1,0.00,1,0,0,0,0,0,0,0,0,0
IA,Hancock,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IA,Hardin,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Harrison,1,1,0.00,0,0,0,0,0,0,0,0,0,0
IA,Henry,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,Howard,0,1,0.00,1,0,0,0,0,0,0,0,0,0
IA,Humboldt,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IA,Ida,0,1,0.00,1,0,0,0,0,0,1,0,0,0
IA,Iowa,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,Jackson,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Jasper,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Jefferson,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Johnson,1,0,0.00,0,1,0,0,0,0,0,0,0,0
IA,Jones,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Keokuk,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Kossuth,0,1,0.00,1,0,0,0,0,0,1,0,0,0
IA,Lee,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IA,Linn,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Louisa,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,Lucas,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Lyon,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Madison,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Mahaska,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Marion,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,Marshall,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,Mills,1,0,0.00,0,1,0,0,0,0,0,0,0,0
IA,Mitchell,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IA,Monona,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Monroe,0,0,0.00,1,0,0,0,0,0,1,0,0,0
IA,Montgomery,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IA,Muscatine,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,O'Brien,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Osceola,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Page,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Palo Alto,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Plymouth,1,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,Pocahontas,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Polk,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Pottawattamie,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Poweshiek,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Ringgold,0,1,0.00,0,0,0,0,0,0,0,0,0,1
IA,Sac,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Scott,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Shelby,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IA,Sioux,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,Story,1,0,0.00,0,1,0,0,0,0,0,0,0,0
IA,Tama,0,1,0.00,0,0,0,0,0,0,0,0,0,0
IA,Taylor,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Union,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,Van Buren,0,1,0.00,1,0,0,0,0,0,0,0,0,0
IA,Wapello,0,0,0.00,1,0,0,0,0,0,0,0,0,0
IA,Warren,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Washington,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Wayne,0,1,0.00,1,0,0,0,0,0,1,0,0,0
IA,Webster,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IA,Winnebago,0,0,0.00,0,0,0,1,0,0,1,0,0,0
IA,Winneshiek,0,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Woodbury,1,0,0.00,0,0,0,1,0,0,0,0,0,0
IA,Worth,0,1,0.00,0,0,0,0,0,0,1,0,0,0
IA,Wright,0,1,0.00,0,0,0,0,0,0,0,0,0,0
KS,Allen,0,0,0.00,1,0,0,0,0,0,1,0,0,0
KS,Anderson,0,1,0.00,0,0,0,0,0,0,0,0,0,0
KS,Atchison,0,0,0.00,1,0,0,0,0,0,0,0,0,0
KS,Barber,0,0,1.00,0,0,0,0,0,0,1,0,0,0
KS,Barton,0,0,1.00,0,0,0,0,0,0,1,0,0,0
KS,Bourbon,0,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Brown,0,0,0.00,0,0,0,1,0,0,1,0,0,0
KS,Butler,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Chase,0,0,1.00,0,0,1,0,0,0,0,0,0,0
KS,Chautauqua,0,0,1.00,0,0,0,0,0,0,1,0,0,0
KS,Cherokee,0,0,0.00,1,0,0,0,0,0,0,0,0,0
KS,Cheyenne,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Clark,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Clay,0,0,0.00,0,0,0,1,0,0,1,0,0,0
KS,Cloud,0,0,0.00,0,0,0,1,0,0,1,0,0,0
KS,Coffey,0,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Comanche,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Cowley,0,0,0.00,1,0,0,0,0,0,0,0,0,0
KS,Crawford,0,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Decatur,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Dickinson,0,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Doniphan,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Douglas,1,0,0.00,0,1,0,0,0,0,0,0,0,0
KS,Edwards,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Elk,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Ellis,0,0,1.00,0,0,0,0,0,0,0,0,0,0
KS,Ellsworth,0,0,0.00,0,0,0,1,0,0,1,0,0,0
KS,Finney,0,0,0.00,1,0,0,0,1,0,0,0,0,0
KS,Ford,0,0,0.00,1,0,0,0,1,0,0,0,0,0
KS,Franklin,0,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Geary,0,0,0.00,0,1,0,0,0,0,0,0,0,0
KS,Gove,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Graham,0,0,1.00,0,0,0,0,0,0,1,0,0,0
KS,Grant,0,0,1.00,0,0,0,0,1,0,0,0,0,0
KS,Gray,0,1,0.00,0,0,0,0,1,0,0,0,0,0
KS,Greeley,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Greenwood,0,1,1.00,0,0,0,0,0,0,1,0,0,0
KS,Hamilton,0,1,0.00,0,0,0,0,1,0,0,0,0,0
KS,Harper,0,0,1.00,0,0,0,0,0,0,1,0,0,0
KS,Harvey,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Haskell,0,1,0.00,0,0,0,0,1,0,0,0,0,0
KS,Hodgeman,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Jackson,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Jefferson,1,1,0.00,0,0,0,0,0,0,0,0,0,0
KS,Jewell,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Johnson,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Kearny,0,1,0.00,0,0,0,0,1,0,0,0,0,0
KS,Kingman,1,0,1.00,0,0,0,0,0,0,0,0,0,0
KS,Kiowa,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Labette,0,0,0.00,0,0,0,1,0,0,1,0,0,0
KS,Lane,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Leavenworth,1,0,0.00,0,1,0,0,0,0,0,0,0,0
KS,Lincoln,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Linn,1,1,0.00,0,0,0,0,0,0,0,0,0,0
KS,Logan,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Lyon,0,0,0.00,0,1,0,0,0,0,0,0,0,0
KS,McPherson,0,0,0.00,1,0,0,0,0,0,0,1,0,0
KS,Marion,0,1,0.00,0,0,0,0,0,0,0,0,0,0
KS,Marshall,0,0,0.00,0,0,0,1,0,0,1,0,0,0
KS,Meade,0,1,0.00,0,0,0,0,0,0,0,0,0,0
KS,Miami,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Mitchell,0,0,0.00,0,0,0,1,0,0,1,0,0,0
KS,Montgomery,0,0,0.00,1,0,0,0,0,0,1,0,0,0
KS,Morris,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Morton,0,1,0.00,0,0,0,0,0,0,0,0,0,0
KS,Nemaha,0,0,0.00,1,0,0,0,0,0,0,0,0,0
KS,Neosho,0,0,0.00,0,0,0,1,0,0,1,0,0,0
KS,Ness,0,1,1.00,0,0,0,0,0,0,1,0,0,0
KS,Norton,0,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Osage,1,1,0.00,0,0,0,0,0,0,0,0,0,0
KS,Osborne,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Ottawa,0,1,0.00,0,0,0,0,0,0,0,0,0,0
KS,Pawnee,0,0,0.00,0,1,0,0,0,0,1,0,0,0
KS,Phillips,0,0,0.00,0,0,0,1,0,0,1,0,0,0
KS,Pottawatomie,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Pratt,0,0,1.00,0,0,0,0,0,0,0,0,0,0
KS,Rawlins,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Reno,0,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Republic,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Rice,0,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Riley,1,0,0.00,0,1,0,0,0,0,0,0,0,0
KS,Rooks,0,0,0.00,0,0,0,1,0,0,1,0,0,0
KS,Rush,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Russell,0,0,1.00,0,0,0,0,0,0,1,0,0,0
KS,Saline,0,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Scott,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Sedgwick,1,0,0.00,1,0,0,0,0,0,0,0,0,0
KS,Seward,0,0,0.00,1,0,0,0,1,0,0,0,0,0
KS,Shawnee,1,0,0.00,0,1,0,0,0,0,0,0,0,0
KS,Sheridan,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Sherman,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Smith,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Stafford,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Stanton,0,1,0.00,0,0,0,0,1,0,0,0,0,0
KS,Stevens,0,1,0.00,0,0,0,0,0,0,0,0,0,0
KS,Sumner,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KS,Thomas,0,0,0.00,0,0,0,1,0,0,1,0,0,0
KS,Trego,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Wabaunsee,1,1,0.00,0,0,0,0,0,0,0,0,0,0
KS,Wallace,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Washington,0,1,0.00,0,0,0,0,0,0,1,0,0,0
KS,Wichita,0,1,0.00,0,0,0,0,1,0,1,0,0,0
KS,Wilson,0,0,0.00,1,0,0,0,0,0,0,0,0,0
KS,Woodson,0,1,1.00,0,0,0,0,0,0,1,0,0,0
KS,Wyandotte,1,0,0.00,0,0,0,1,0,0,1,0,0,0
KY,Adair,0,1,0.00,0,0,0,0,0,1,0,0,0,0
KY,Allen,1,1,0.00,0,0,0,0,0,1,0,0,0,0
KY,Anderson,0,0,0.00,1,0,0,0,0,0,0,0,0,0
KY,Ballard,0,0,0.00,1,0,0,0,0,1,0,0,0,0
KY,Barren,0,0,0.00,1,0,0,0,0,0,0,0,0,1
KY,Bath,0,1,0.00,0,0,0,0,0,1,0,0,1,1
KY,Bell,0,0,1.00,0,0,0,0,1,1,1,0,1,1
KY,Boone,1,0,0.00,0,0,0,1,0,0,0,1,0,0
KY,Bourbon,1,1,0.00,1,0,0,0,0,0,0,0,0,0
KY,Boyd,1,0,0.00,0,0,0,1,0,1,1,0,0,0
KY,Boyle,0,0,0.00,0,0,0,1,0,0,0,0,0,0
KY,Bracken,1,1,0.00,1,0,0,0,0,0,0,0,0,0
KY,Breathitt,0,0,0.00,0,1,0,0,1,1,0,0,1,1
KY,Breckinridge,0,1,0.00,0,0,0,0,0,1,0,0,0,0
KY,Bullitt,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KY,Butler,1,0,0.00,1,0,0,0,0,1,0,0,0,0
KY,Caldwell,0,0,0.00,0,0,0,1,0,1,1,0,0,0
KY,Calloway,0,0,0.00,0,1,0,0,0,0,0,0,0,0
KY,Campbell,1,0,0.00,0,1,0,0,0,0,0,0,0,0
KY,Carlisle,0,1,0.00,0,0,0,0,0,0,0,0,0,0
KY,Carroll,0,0,0.00,1,0,0,0,0,1,0,0,0,0
KY,Carter,0,0,0.00,0,0,0,1,0,1,0,0,0,1
KY,Casey,0,1,0.00,0,0,0,0,1,1,0,0,1,1
KY,Christian,1,0,0.00,0,0,0,1,0,1,0,0,0,0
KY,Clark,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KY,Clay,0,0,0.00,0,1,0,0,1,1,0,0,1,1
KY,Clinton,0,0,0.00,1,0,0,0,1,1,0,0,1,1
KY,Crittenden,0,1,0.00,0,0,0,0,0,1,0,0,0,1
KY,Cumberland,0,0,0.00,0,0,0,1,1,1,0,0,1,1
KY,Daviess,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KY,Edmonson,1,1,0.00,0,1,0,0,0,1,0,0,0,0
KY,Elliott,0,1,0.00,0,1,0,0,1,1,0,0,1,1
KY,Estill,0,0,0.00,0,0,0,1,1,1,0,0,1,1
KY,Fayette,1,0,0.00,0,1,0,0,0,0,0,0,0,0
KY,Fleming,0,1,0.00,0,0,0,0,0,0,0,0,0,0
KY,Floyd,0,0,1.00,0,0,0,0,1,1,1,0,1,1
KY,Franklin,0,0,0.00,0,1,0,0,0,0,0,0,0,0
KY,Fulton,0,0,0.00,0,0,0,1,0,1,1,0,1,1
KY,Gallatin,1,0,0.00,1,0,0,0,1,0,0,0,0,0
KY,Garrard,0,0,0.00,0,0,0,1,0,0,0,0,0,0
KY,Grant,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KY,Graves,0,0,0.00,0,0,0,1,0,1,0,0,0,0
KY,Grayson,0,0,0.00,0,0,0,1,0,1,0,0,0,1
KY,Green,0,1,0.00,0,0,0,0,0,1,0,0,0,1
KY,Greenup,1,0,0.00,0,0,0,1,0,1,0,0,0,0
KY,Hancock,1,0,0.00,1,0,0,0,0,0,0,0,0,0
KY,Hardin,1,0,0.00,0,1,0,0,0,0,0,0,0,0
KY,Harlan,0,0,1.00,0,0,0,0,1,1,1,0,1,1
KY,Harrison,0,0,0.00,1,0,0,0,0,0,0,0,0,0
KY,Hart,0,1,0.00,1,0,0,0,1,1,0,0,1,1
KY,Henderson,1,0,0.00,1,0,0,0,0,0,0,0,0,0
KY,Henry,1,1,0.00,0,0,0,0,0,0,0,0,0,0
KY,Hickman,0,1,0.00,0,0,0,0,0,1,1,0,0,1
KY,Hopkins,0,0,0.00,0,0,0,1,0,0,0,0,0,0
KY,Jackson,0,0,0.00,0,0,0,1,1,1,0,0,1,1
KY,Jefferson,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KY,Jessamine,1,0,0.00,0,0,0,1,0,0,0,1,0,0
KY,Johnson,0,0,0.00,0,0,0,1,1,1,0,0,1,1
KY,Kenton,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KY,Knott,0,0,1.00,0,0,0,0,1,1,1,0,1,1
KY,Knox,0,0,0.00,0,0,0,1,1,1,0,0,1,1
KY,Larue,1,0,0.00,0,0,0,1,0,1,0,0,0,0
KY,Laurel,0,0,0.00,0,0,0,1,0,1,0,0,1,1
KY,Lawrence,0,0,0.00,0,0,0,1,1,1,0,0,1,1
KY,Lee,0,0,0.00,0,0,0,1,1,1,0,0,1,1
KY,Leslie,0,0,1.00,0,0,0,0,1,1,1,0,1,0
KY,Letcher,0,0,1.00,0,0,0,0,1,1,1,0,1,1
KY,Lewis,0,1,0.00,0,0,0,0,1,1,0,0,1,1
KY,Lincoln,0,0,0.00,0,0,0,1,0,1,0,0,1,1
KY,Livingston,0,0,1.00,0,0,0,0,0,1,0,0,0,0
KY,Logan,0,0,0.00,1,0,0,0,0,0,0,0,0,0
KY,Lyon,0,0,0.00,0,1,1,0,0,1,0,1,0,0
KY,McCracken,0,0,0.00,0,0,0,1,0,0,0,0,0,0
KY,McCreary,0,0,0.00,0,1,0,0,1,1,0,0,1,1
KY,McLean,1,1,0.00,0,0,0,0,0,0,0,0,0,0
KY,Madison,0,0,0.00,0,1,0,0,0,0,0,0,0,0
KY,Magoffin,0,0,0.00,0,0,0,1,1,1,0,0,1,1
KY,Marion,0,0,0.00,1,0,0,0,0,1,0,0,0,1
KY,Marshall,0,0,0.00,1,0,0,0,0,0,0,0,0,0
KY,Martin,0,0,1.00,0,1,0,0,1,1,0,0,1,1
KY,Mason,0,0,0.00,0,0,0,1,0,0,0,0,0,1
KY,Meade,1,0,0.00,0,0,0,1,0,1,0,0,0,0
KY,Menifee,0,0,0.00,0,1,0,0,1,1,0,0,1,1
KY,Mercer,0,0,0.00,1,0,0,0,0,0,0,0,0,0
KY,Metcalfe,0,1,0.00,1,0,0,0,1,0,0,0,0,1
KY,Monroe,0,1,0.00,0,0,0,0,0,1,0,0,1,1
KY,Montgomery,0,0,0.00,1,0,0,0,0,1,0,0,0,0
KY,Morgan,0,0,0.00,0,1,0,0,1,1,0,0,1,1
KY,Muhlenberg,0,0,0.00,0,1,0,0,0,1,0,0,0,0
KY,Nelson,0,0,0.00,1,0,0,0,0,0,0,0,0,0
KY,Nicholas,0,1,0.00,0,0,0,0,0,0,0,0,0,0
KY,Ohio,0,0,0.00,1,0,0,0,0,1,0,0,0,0
KY,Oldham,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KY,Owen,0,1,0.00,0,0,0,0,0,0,0,0,0,0
KY,Owsley,0,0,0.00,0,0,0,1,1,1,1,1,1,1
KY,Pendleton,1,1,1.00,0,0,0,0,0,0,0,0,0,0
KY,Perry,0,0,1.00,0,1,0,0,1,1,1,0,1,1
KY,Pike,0,0,1.00,0,0,0,0,1,1,1,0,0,1
KY,Powell,0,0,0.00,0,0,0,1,1,1,0,0,1,1
KY,Pulaski,0,0,0.00,0,0,0,1,0,1,0,0,0,1
KY,Robertson,0,1,0.00,0,1,0,0,0,1,0,0,1,1
KY,Rockcastle,0,0,0.00,0,0,0,1,0,1,0,0,1,1
KY,Rowan,0,0,0.00,0,1,0,0,0,1,0,0,1,1
KY,Russell,0,0,0.00,1,0,1,0,1,1,0,0,1,1
KY,Scott,1,0,0.00,1,0,0,0,0,0,0,1,0,0
KY,Shelby,1,0,0.00,1,0,0,0,0,0,0,0,0,0
KY,Simpson,0,0,0.00,1,0,0,0,0,0,0,0,0,0
KY,Spencer,1,1,0.00,0,0,0,0,0,0,0,1,0,0
KY,Taylor,0,0,0.00,0,0,0,1,0,1,0,0,0,1
KY,Todd,0,1,0.00,0,0,0,0,0,0,0,0,0,0
KY,Trigg,1,0,0.00,0,0,1,0,0,1,0,1,0,0
KY,Trimble,1,1,0.00,0,0,0,0,0,0,0,0,0,0
KY,Union,0,0,1.00,0,0,0,0,0,1,1,0,0,0
KY,Warren,1,0,0.00,0,0,0,1,0,0,0,0,0,0
KY,Washington,0,1,0.00,1,0,0,0,0,0,0,0,0,0
KY,Wayne,0,0,0.00,1,0,0,0,1,1,0,0,1,1
KY,Webster,0,0,1.00,0,0,0,0,1,1,0,0,0,0
KY,Whitley,0,0,0.00,0,0,0,1,1,1,0,0,1,1
KY,Wolfe,0,0,0.00,0,0,0,1,1,1,0,1,1,1
KY,Woodford,1,0,0.00,0,0,0,1,0,0,0,0,0,0
LA,Acadia Parish,1,0,0.00,0,0,0,1,1,0,0,0,1,1
LA,Allen Parish,0,0,0.00,0,1,0,0,1,1,0,0,0,1
LA,Ascension Parish,1,0,0.00,0,0,0,1,0,0,0,1,0,0
LA,Assumption Parish,0,0,0.00,1,0,0,0,1,1,0,0,0,1
LA,Avoyelles Parish,0,0,0.00,0,0,0,1,1,1,0,0,1,1
LA,Beauregard Parish,0,0,0.00,0,0,0,1,0,1,0,0,0,0
LA,Bienville Parish,0,0,0.00,1,0,0,0,0,1,1,0,1,1
LA,Bossier Parish,1,0,0.00,0,0,0,1,0,0,0,0,0,0
LA,Caddo Parish,1,0,0.00,0,0,0,1,0,0,0,0,0,1
LA,Calcasieu Parish,1,0,0.00,0,0,0,1,0,0,0,0,0,0
LA,Caldwell Parish,0,0,0.00,0,0,0,1,1,1,0,0,0,1
LA,Cameron Parish,1,0,0.00,0,0,0,1,0,0,0,0,0,0
LA,Catahoula Parish,0,0,0.00,0,0,0,1,1,1,1,0,1,1
LA,Claiborne Parish,0,0,1.00,0,0,0,0,1,1,0,0,1,1
LA,Concordia Parish,0,0,0.00,0,0,0,1,1,1,0,0,1,1
LA,De Soto Parish,1,0,1.00,0,0,0,0,0,0,0,0,0,1
LA,East Baton Rouge Parish,1,0,0.00,0,1,0,0,0,0,0,0,0,0
LA,East Carroll Parish,0,1,0.00,0,0,0,0,1,1,1,0,1,1
LA,East Feliciana Parish,1,0,0.00,0,1,0,0,1,1,0,0,1,1
LA,Evangeline Parish,0,0,0.00,0,0,0,1,1,1,0,0,1,1
LA,Franklin Parish,0,0,0.00,0,0,0,1,1,1,1,0,1,1
LA,Grant Parish,1,0,0.00,0,1,0,0,0,1,0,0,0,1
LA,Iberia Parish,1,0,1.00,0,0,0,0,1,0,0,0,0,0
LA,Iberville Parish,1,0,0.00,1,0,0,0,1,1,0,0,0,1
LA,Jackson Parish,0,0,0.00,0,0,0,1,0,1,0,0,0,0
LA,Jefferson Parish,1,0,0.00,0,0,0,1,0,0,0,0,0,0
LA,Jefferson Davis Parish,0,0,0.00,0,0,0,1,0,1,0,0,0,1
LA,Lafayette Parish,1,0,1.00,0,0,0,0,0,0,0,0,0,0
LA,Lafourche Parish,1,0,0.00,0,0,0,1,1,0,0,0,0,0
LA,La Salle Parish,0,0,1.00,0,0,0,0,0,1,0,0,0,0
LA,Lincoln Parish,0,0,0.00,0,1,0,0,0,0,0,0,1,1
LA,Livingston Parish,1,0,0.00,0,0,0,1,0,0,0,1,0,0
LA,Madison Parish,0,0,0.00,0,0,0,1,1,1,0,0,1,1
LA,Morehouse Parish,0,0,0.00,0,0,0,1,1,1,1,0,1,1
