census_year,county_name,state_name,urban,rural
2010,Jefferson,Oregon,3382,6433
2010,Josephine,Oregon,20686,17315
2010,Klamath,Oregon,18684,14090
2010,Lake,Oregon,1531,2908
2010,Lane,Oregon,128267,27845
2010,Lincoln,Oregon,19534,11076
2010,Linn,Oregon,33467,15354
2010,Malheur,Oregon,6342,5350
2010,Marion,Oregon,104590,16358
2010,Morrow,Oregon,2010,2432
2010,Multnomah,Oregon,320735,4097
2010,Polk,Oregon,24204,6098
2010,Sherman,Oregon,0,918
2010,Tillamook,Oregon,3532,14827
2010,Umatilla,Oregon,20755,8938
2010,Union,Oregon,6541,4948
2010,Wallowa,Oregon,0,4108
2010,Wasco,Oregon,7176,4311
2010,Washington,Oregon,200896,11554
2010,Wheeler,Oregon,0,895
2010,Yamhill,Oregon,28161,8949
2010,Adams,Pennsylvania,18423,22397
2010,Allegheny,Pennsylvania,576197,13004
2010,Armstrong,Pennsylvania,11278,21242
2010,Beaver,Pennsylvania,59763,18448
2010,Bedford,Pennsylvania,4094,19860
2010,Berks,Pennsylvania,125573,39254
2010,Blair,Pennsylvania,43666,12610
2010,Bradford,Pennsylvania,8178,21801
2010,Bucks,Pennsylvania,223081,22875
2010,Butler,Pennsylvania,45753,32414
2010,Cambria,Pennsylvania,45736,19914
2010,Cameron,Pennsylvania,1431,3024
2010,Carbon,Pennsylvania,17476,16823
2010,Centre,Pennsylvania,40080,23217
2010,Chester,Pennsylvania,167842,24620
2010,Clarion,Pennsylvania,3927,16035
2010,Clearfield,Pennsylvania,16290,22354
2010,Clinton,Pennsylvania,8792,10288
2010,Columbia,Pennsylvania,16704,12794
2010,Crawford,Pennsylvania,15527,29159
2010,Cumberland,Pennsylvania,78820,21168
2010,Dauphin,Pennsylvania,105697,14709
2010,Delaware,Pennsylvania,221889,1013
2010,Elk,Pennsylvania,6813,10772
2010,Erie,Pennsylvania,96155,22983
2010,Fayette,Pennsylvania,32846,29927
2010,Forest,Pennsylvania,0,8760
2010,Franklin,Pennsylvania,38982,24237
2010,Fulton,Pennsylvania,0,7122
2010,Greene,Pennsylvania,4883,11577
2010,Huntingdon,Pennsylvania,4951,17414
2010,Indiana,Pennsylvania,14974,23262
2010,Jefferson,Pennsylvania,8386,14048
2010,Juniata,Pennsylvania,1912,9066
2010,Lackawanna,Pennsylvania,80645,16187
2010,Lancaster,Pennsylvania,166384,36568
2010,Lawrence,Pennsylvania,25202,15773
2010,Lebanon,Pennsylvania,41387,14205
2010,Lehigh,Pennsylvania,131578,11035
2010,Luzerne,Pennsylvania,119671,29077
2010,Lycoming,Pennsylvania,32428,20072
2010,McKean,Pennsylvania,7251,13974
2010,Mercer,Pennsylvania,28872,22861
2010,Mifflin,Pennsylvania,11186,10351
2010,Monroe,Pennsylvania,43873,36486
2010,Montgomery,Pennsylvania,316548,9187
2010,Montour,Pennsylvania,3989,3976
2010,Northampton,Pennsylvania,104887,15476
2010,Northumberland,Pennsylvania,30854,14271
2010,Perry,Pennsylvania,2431,17993
2010,Philadelphia,Pennsylvania,670171,0
2010,Pike,Pennsylvania,8652,29698
2010,Potter,Pennsylvania,0,12932
2010,Schuylkill,Pennsylvania,44639,24684
2010,Snyder,Pennsylvania,5197,10830
2010,Somerset,Pennsylvania,9430,28683
2010,Sullivan,Pennsylvania,0,6304
2010,Susquehanna,Pennsylvania,3271,19697
2010,Tioga,Pennsylvania,1369,19995
2010,Union,Pennsylvania,8344,8653
2010,Venango,Pennsylvania,11708,15756
2010,Warren,Pennsylvania,9095,14465
2010,Washington,Pennsylvania,65136,27841
2010,Wayne,Pennsylvania,3216,28437
2010,Westmoreland,Pennsylvania,126237,41962
2010,Wyoming,Pennsylvania,2014,11240
2010,York,Pennsylvania,135171,43500
2010,Bristol,Rhode Island,20594,256
2010,Kent,Rhode Island,68952,4749
2010,Newport,Rhode Island,35716,6080
2010,Providence,Rhode Island,251390,13445
2010,Washington,Rhode Island,42529,19677
2010,Abbeville,South Carolina,2661,9418
2010,Aiken,South Carolina,45704,26545
2010,Allendale,South Carolina,1567,2919
2010,Anderson,South Carolina,52510,32264
2010,Bamberg,South Carolina,3126,4590
2010,Barnwell,South Carolina,1849,8635
2010,Beaufort,South Carolina,74396,18627
2010,Berkeley,South Carolina,50205,23167
2010,Calhoun,South Carolina,0,7340
2010,Charleston,South Carolina,148036,21948
2010,Cherokee,South Carolina,9508,14489
2010,Chester,South Carolina,4233,10468
2010,Chesterfield,South Carolina,5452,16030
2010,Clarendon,South Carolina,2228,15239
2010,Colleton,South Carolina,4347,15554
2010,Darlington,South Carolina,13257,17040
2010,Dillon,South Carolina,4160,9582
2010,Dorchester,South Carolina,44353,10833
2010,Edgefield,South Carolina,2213,8346
2010,Fairfield,South Carolina,2600,9081
2010,Florence,South Carolina,36450,22216
2010,Georgetown,South Carolina,20792,12880
2010,Greenville,South Carolina,170775,24687
2010,Greenwood,South Carolina,18569,12485
2010,Hampton,South Carolina,2085,7055
2010,Horry,South Carolina,148025,37967
2010,Jasper,South Carolina,2761,7538
2010,Kershaw,South Carolina,11413,16065
2010,Lancaster,South Carolina,16823,15864
2010,Laurens,South Carolina,10451,20258
2010,Lee,South Carolina,1712,6063
2010,Lexington,South Carolina,85439,28518
2010,McCormick,South Carolina,0,5453
2010,Marion,South Carolina,5936,9017
2010,Marlboro,South Carolina,4758,7314
2010,Newberry,South Carolina,5260,12662
2010,Oconee,South Carolina,12369,26394
2010,Orangeburg,South Carolina,14705,27799
2010,Pickens,South Carolina,31765,19479
2010,Richland,South Carolina,147043,14682
2010,Saluda,South Carolina,1467,7822
2010,Spartanburg,South Carolina,89874,32754
2010,Sumter,South Carolina,31492,14519
2010,Union,South Carolina,5169,8984
2010,Williamsburg,South Carolina,2881,12478
2010,York,South Carolina,72888,21308
2010,Aurora,South Dakota,0,1324
2010,Beadle,South Dakota,6038,2266
2010,Bennett,South Dakota,0,1263
2010,Bon Homme,South Dakota,0,2931
2010,Brookings,South Dakota,8864,4273
2010,Brown,South Dakota,12114,4592
2010,Brule,South Dakota,0,2433
2010,Buffalo,South Dakota,0,609
2010,Butte,South Dakota,2367,2254
2010,Campbell,South Dakota,0,980
2010,Charles Mix,South Dakota,0,3849
2010,Clark,South Dakota,0,1710
2010,Clay,South Dakota,4004,1635
2010,Codington,South Dakota,9869,2528
2010,Corson,South Dakota,0,1540
2010,Custer,South Dakota,0,4628
2010,Davison,South Dakota,6979,1873
2010,Day,South Dakota,0,3630
2010,Deuel,South Dakota,0,2204
2010,Dewey,South Dakota,700,1302
2010,Douglas,South Dakota,0,1439
2010,Edmunds,South Dakota,0,1966
2010,Fall River,South Dakota,1833,2358
2010,Faulk,South Dakota,0,1136
2010,Grant,South Dakota,1658,1868
2010,Gregory,South Dakota,0,2503
2010,Haakon,South Dakota,0,1013
2010,Hamlin,South Dakota,0,2760
2010,Hand,South Dakota,0,1815
2010,Hanson,South Dakota,0,1177
2010,Harding,South Dakota,0,731
2010,Hughes,South Dakota,5810,1813
2010,Hutchinson,South Dakota,0,3351
2010,Hyde,South Dakota,0,708
2010,Jackson,South Dakota,0,1193
2010,Jerauld,South Dakota,0,1070
2010,Jones,South Dakota,0,589
2010,Kingsbury,South Dakota,0,2720
2010,Lake,South Dakota,2733,2826
2010,Lawrence,South Dakota,7520,5236
2010,Lincoln,South Dakota,12734,5141
2010,Lyman,South Dakota,0,1704
2010,McCook,South Dakota,0,2491
2010,McPherson,South Dakota,0,1418
2010,Marshall,South Dakota,0,2534
2010,Meade,South Dakota,6680,4320
2010,Mellette,South Dakota,0,838
2010,Miner,South Dakota,0,1308
2010,Minnehaha,South Dakota,62815,8742
2010,Moody,South Dakota,0,2824
2010,Pennington,South Dakota,34641,10308
2010,Perkins,South Dakota,0,1739
2010,Potter,South Dakota,0,1500
2010,Roberts,South Dakota,0,4905
2010,Sanborn,South Dakota,0,1172
2010,Shannon,South Dakota,685,2908
2010,Spink,South Dakota,0,3139
2010,Stanley,South Dakota,795,592
2010,Sully,South Dakota,0,845
2010,Todd,South Dakota,0,3142
2010,Tripp,South Dakota,1520,1552
2010,Turner,South Dakota,0,3939
2010,Union,South Dakota,2414,3866
2010,Walworth,South Dakota,1730,1273
2010,Yankton,South Dakota,6310,3342
2010,Ziebach,South Dakota,168,819
2010,Anderson,Tennessee,23211,11506
2010,Bedford,Tennessee,8024,10336
2010,Benton,Tennessee,1724,7251
2010,Bledsoe,Tennessee,0,5718
2010,Blount,Tennessee,36155,19111
2010,Bradley,Tennessee,27969,13426
2010,Campbell,Tennessee,8283,11683
2010,Cannon,Tennessee,1181,4856
2010,Carroll,Tennessee,2137,11047
2010,Carter,Tennessee,15893,11853
2010,Cheatham,Tennessee,2680,12983
2010,Chester,Tennessee,2114,4866
2010,Claiborne,Tennessee,4027,10832
2010,Clay,Tennessee,0,4282
2010,Cocke,Tennessee,5492,11967
2010,Coffee,Tennessee,12550,10884
2010,Crockett,Tennessee,2051,4374
2010,Cumberland,Tennessee,11871,16280
2010,Davidson,Tennessee,274621,9357
2010,Decatur,Tennessee,0,6873
2010,DeKalb,Tennessee,1814,7591
2010,Dickson,Tennessee,7004,13816
2010,Dyer,Tennessee,9751,6952
2010,Fayette,Tennessee,3169,12500
2010,Fentress,Tennessee,0,8961
2010,Franklin,Tennessee,5762,12935
2010,Gibson,Tennessee,11713,10286
2010,Giles,Tennessee,3858,9986
2010,Grainger,Tennessee,0,10894
2010,Greene,Tennessee,10983,21042
2010,Grundy,Tennessee,0,6397
2010,Hamblen,Tennessee,20937,6026
2010,Hamilton,Tennessee,136629,14478
2010,Hancock,Tennessee,0,3624
2010,Hardeman,Tennessee,2220,8631
2010,Hardin,Tennessee,3913,10033
2010,Hawkins,Tennessee,11069,15801
2010,Haywood,Tennessee,4323,3992
2010,Henderson,Tennessee,3057,9719
2010,Henry,Tennessee,5241,11813
2010,Hickman,Tennessee,0,10311
2010,Houston,Tennessee,0,4188
2010,Humphreys,Tennessee,1528,7337
2010,Jackson,Tennessee,0,5843
2010,Jefferson,Tennessee,8770,14729
2010,Johnson,Tennessee,1304,7652
2010,Knox,Tennessee,174494,20455
2010,Lake,Tennessee,0,2598
2010,Lauderdale,Tennessee,5081,6175
2010,Lawrence,Tennessee,4892,13285
2010,Lewis,Tennessee,1641,3829
2010,Lincoln,Tennessee,4337,10904
2010,Loudon,Tennessee,13077,8648
2010,McMinn,Tennessee,9722,13619
2010,McNairy,Tennessee,1806,10127
2010,Macon,Tennessee,2130,7731
2010,Madison,Tennessee,30984,10893
2010,Marion,Tennessee,2978,9976
2010,Marshall,Tennessee,4706,8413
2010,Maury,Tennessee,21518,13736
2010,Meigs,Tennessee,0,5628
2010,Monroe,Tennessee,4862,15925
2010,Montgomery,Tennessee,56602,13496
2010,Moore,Tennessee,3,2912
2010,Morgan,Tennessee,15,8905
2010,Obion,Tennessee,5775,8884
2010,Overton,Tennessee,1635,8660
2010,Perry,Tennessee,0,4599
2010,Pickett,Tennessee,0,3462
2010,Polk,Tennessee,0,7991
2010,Putnam,Tennessee,20636,11246
2010,Rhea,Tennessee,4148,10217
2010,Roane,Tennessee,12592,13124
2010,Robertson,Tennessee,12291,13795
2010,Rutherford,Tennessee,85911,17057
2010,Scott,Tennessee,2085,7825
2010,Sequatchie,Tennessee,1576,4792
2010,Sevier,Tennessee,19586,36332
2010,Shelby,Tennessee,388337,9937
2010,Smith,Tennessee,1506,7023
2010,Stewart,Tennessee,0,6778
2010,Sullivan,Tennessee,55090,18670
2010,Sumner,Tennessee,47845,18123
2010,Tipton,Tennessee,10234,12965
2010,Trousdale,Tennessee,0,3368
2010,Unicoi,Tennessee,4711,4119
2010,Union,Tennessee,0,8958
2010,Van Buren,Tennessee,0,2663
2010,Warren,Tennessee,7135,10686
2010,Washington,Tennessee,42723,14531
2010,Wayne,Tennessee,0,7287
2010,Weakley,Tennessee,4653,10842
2010,White,Tennessee,2571,8940
2010,Williamson,Tennessee,54536,13962
2010,Wilson,Tennessee,27971,17597
2010,Anderson,Texas,8126,11990
2010,Andrews,Texas,4841,973
2010,Angelina,Texas,19304,16285
2010,Aransas,Texas,10869,4486
2010,Archer,Texas,399,3708
2010,Armstrong,Texas,0,904
2010,Atascosa,Texas,6879,10752
2010,Austin,Texas,4039,8887
2010,Bailey,Texas,1874,910
2010,Bandera,Texas,0,11561
2010,Bastrop,Texas,9887,19429
2010,Baylor,Texas,0,2665
2010,Bee,Texas,6295,4354
2010,Bell,Texas,106435,19035
2010,Bexar,Texas,634274,28598
2010,Blanco,Texas,0,5532
2010,Borden,Texas,0,385
2010,Bosque,Texas,1494,8129
2010,Bowie,Texas,25526,12967
2010,Brazoria,Texas,92159,26177
2010,Brazos,Texas,68363,9337
2010,Brewster,Texas,3081,2302
2010,Briscoe,Texas,0,953
2010,Brooks,Texas,2119,1120
2010,Brown,Texas,9690,8597
2010,Burleson,Texas,1603,7229
2010,Burnet,Texas,8645,12225
2010,Caldwell,Texas,7437,6322
2010,Calhoun,Texas,4638,6772
2010,Callahan,Texas,1653,4896
2010,Cameron,Texas,129600,12324
2010,Camp,Texas,1921,3735
2010,Carson,Texas,130,2654
2010,Cass,Texas,3592,10787
2010,Castro,Texas,1656,1510
2010,Chambers,Texas,6646,6645
2010,Cherokee,Texas,6613,14246
2010,Childress,Texas,2295,588
2010,Clay,Texas,1260,3890
2010,Cochran,Texas,0,1360
2010,Coke,Texas,0,2667
2010,Coleman,Texas,2356,3187
2010,Collin,Texas,285275,15685
2010,Collingsworth,Texas,0,1616
2010,Colorado,Texas,3392,7135
2010,Comal,Texas,25252,21856
2010,Comanche,Texas,1769,5454
2010,Concho,Texas,0,1637
2010,Cooke,Texas,6459,10147
2010,Coryell,Texas,18627,6551
2010,Cottle,Texas,0,968
2010,Crane,Texas,1442,190
2010,Crockett,Texas,1231,635
2010,Crosby,Texas,0,2902
2010,Culberson,Texas,0,1137
2010,Dallam,Texas,2121,706
2010,Dallas,Texas,937332,5925
2010,Dawson,Texas,4212,1008
2010,Deaf Smith,Texas,5665,1412
2010,Delta,Texas,0,2458
2010,Denton,Texas,238183,17956
2010,DeWitt,Texas,3741,5435
2010,Dickens,Texas,0,1282
2010,Dimmit,Texas,2345,2005
2010,Donley,Texas,0,2142
2010,Duval,Texas,1613,3910
2010,Eastland,Texas,3393,6865
2010,Ector,Texas,48471,4556
2010,Edwards,Texas,0,1606
2010,Ellis,Texas,36769,17596
2010,El Paso,Texas,264182,6125
2010,Erath,Texas,8936,8051
2010,Falls,Texas,2551,5173
2010,Fannin,Texas,3332,10859
2010,Fayette,Texas,3661,10207
2010,Fisher,Texas,0,2212
2010,Floyd,Texas,1375,1629
2010,Foard,Texas,0,789
2010,Fort Bend,Texas,185101,11929
2010,Franklin,Texas,1438,4332
2010,Freestone,Texas,2965,6300
2010,Frio,Texas,3968,1878
2010,Gaines,Texas,2527,3774
2010,Galveston,Texas,118695,13797
2010,Garza,Texas,1307,930
2010,Gillespie,Texas,5772,7006
2010,Glasscock,Texas,0,580
2010,Goliad,Texas,0,3710
2010,Gonzales,Texas,2645,6149
2010,Gray,Texas,8580,1578
2010,Grayson,Texas,29993,23734
2010,Gregg,Texas,42693,6821
2010,Grimes,Texas,2691,8226
2010,Guadalupe,Texas,36256,13759
2010,Hale,Texas,9965,3576
2010,Hall,Texas,0,1943
2010,Hamilton,Texas,1432,3134
2010,Hansford,Texas,1336,1002
2010,Hardeman,Texas,0,2417
2010,Hardin,Texas,10633,11964
2010,Harris,Texas,1580172,18526
2010,Harrison,Texas,11669,16035
2010,Hartley,Texas,1096,850
2010,Haskell,Texas,1319,2124
2010,Hays,Texas,39854,19563
2010,Hemphill,Texas,1134,495
2010,Henderson,Texas,15663,23932
2010,Hidalgo,Texas,236216,12071
2010,Hill,Texas,3363,12755
2010,Hockley,Texas,5489,3804
2010,Hood,Texas,17171,7780
2010,Hopkins,Texas,6221,8808
2010,Houston,Texas,2780,8752
2010,Howard,Texas,9922,3202
2010,Hudspeth,Texas,0,1527
2010,Hunt,Texas,16571,20133
2010,Hutchinson,Texas,8247,2382
2010,Irion,Texas,0,856
2010,Jack,Texas,1422,2673
2010,Jackson,Texas,2452,4138
2010,Jasper,Texas,3526,13272
2010,Jeff Davis,Texas,0,1613
2010,Jefferson,Texas,95553,8871
2010,Jim Hogg,Texas,1897,544
2010,Jim Wells,Texas,9413,6734
2010,Johnson,Texas,34779,21940
2010,Jones,Texas,1489,5933
2010,Karnes,Texas,2567,3083
2010,Kaufman,Texas,18674,19648
2010,Kendall,Texas,5824,8231
2010,Kenedy,Texas,0,233
2010,Kent,Texas,0,552
2010,Kerr,Texas,13509,10322
2010,Kimble,Texas,1266,2105
2010,King,Texas,0,186
2010,Kinney,Texas,1427,513
2010,Kleberg,Texas,10269,2518
2010,Knox,Texas,0,2044
2010,Lamar,Texas,12366,10115
2010,Lamb,Texas,2538,3590
2010,Lampasas,Texas,2701,6017
2010,La Salle,Texas,1657,1089
2010,Lavaca,Texas,1579,8765
2010,Lee,Texas,1843,5656
2010,Leon,Texas,0,9509
2010,Liberty,Texas,9317,19442
2010,Limestone,Texas,3914,6622
2010,Lipscomb,Texas,0,1512
2010,Live Oak,Texas,0,6065
2010,Llano,Texas,7001,7279
2010,Loving,Texas,0,50
2010,Lubbock,Texas,102499,12565
2010,Lynn,Texas,1155,1521
2010,McCulloch,Texas,2489,1813
2010,McLennan,Texas,73208,21916
2010,McMullen,Texas,0,485
2010,Madison,Texas,1690,3406
2010,Marion,Texas,0,6218
2010,Martin,Texas,0,1852
2010,Mason,Texas,0,2733
2010,Matagorda,Texas,10204,8597
2010,Maverick,Texas,15814,1648
2010,Medina,Texas,6790,11201
2010,Menard,Texas,0,1702
2010,Midland,Texas,48060,6291
2010,Milam,Texas,4797,6508
2010,Mills,Texas,0,2846
2010,Mitchell,Texas,1734,2330
2010,Montague,Texas,3869,6262
2010,Montgomery,Texas,138643,39004
2010,Moore,Texas,6406,1475
2010,Morris,Texas,1173,4851
2010,Motley,Texas,0,779
2010,Nacogdoches,Texas,14082,13324
2010,Navarro,Texas,9024,11210
2010,Newton,Texas,0,7142
2010,Nolan,Texas,4692,2460
2010,Nueces,Texas,129777,11256
2010,Ochiltree,Texas,3427,635
2010,Oldham,Texas,0,841
2010,Orange,Texas,23877,11436
2010,Palo Pinto,Texas,6013,9201
2010,Panola,Texas,2783,8137
2010,Parker,Texas,19962,26666
2010,Parmer,Texas,1428,2371
2010,Pecos,Texas,3491,2094
2010,Polk,Texas,5559,17124
2010,Potter,Texas,43164,4107
2010,Presidio,Texas,1835,1990
2010,Rains,Texas,373,4896
2010,Randall,Texas,44579,7008
2010,Reagan,Texas,1081,291
2010,Real,Texas,0,2599
2010,Red River,Texas,1597,5229
2010,Reeves,Texas,3541,1099
2010,Refugio,Texas,1359,2367
2010,Roberts,Texas,0,439
2010,Robertson,Texas,1807,6677
2010,Rockwall,Texas,23601,4338
2010,Runnels,Texas,2996,2302
2010,Rusk,Texas,5805,15386
2010,Sabine,Texas,0,7988
2010,San Augustine,Texas,0,5342
2010,San Jacinto,Texas,0,13187
2010,San Patricio,Texas,21019,5502
2010,San Saba,Texas,1142,2035
2010,Schleicher,Texas,0,1489
2010,Scurry,Texas,4899,2064
2010,Shackelford,Texas,0,1754
2010,Shelby,Texas,2157,9716
2010,Sherman,Texas,0,1252
2010,Smith,Texas,60093,27216
2010,Somervell,Texas,0,3674
2010,Starr,Texas,14372,5154
2010,Stephens,Texas,2704,2234
2010,Sterling,Texas,0,615
2010,Stonewall,Texas,0,928
2010,Sutton,Texas,1477,554
2010,Swisher,Texas,1834,1387
2010,Tarrant,Texas,705172,9631
2010,Taylor,Texas,46732,9018
2010,Terrell,Texas,0,700
2010,Terry,Texas,3503,1325
2010,Throckmorton,Texas,0,1079
2010,Titus,Texas,5645,6409
2010,Tom Green,Texas,39444,7127
2010,Travis,Texas,417739,23501
2010,Trinity,Texas,1667,7046
2010,Tyler,Texas,1215,9364
2010,Upshur,Texas,3436,13177
2010,Upton,Texas,0,1548
2010,Uvalde,Texas,6598,4213
2010,Val Verde,Texas,15531,3120
2010,Van Zandt,Texas,5471,17346
2010,Victoria,Texas,25854,9563
2010,Walker,Texas,12150,11908
2010,Waller,Texas,5148,10691
2010,Ward,Texas,3305,1389
2010,Washington,Texas,6354,9160
2010,Webb,Texas,71055,2441
2010,Wharton,Texas,8463,8664
2010,Wheeler,Texas,0,2730
2010,Wichita,Texas,51035,4531
2010,Wilbarger,Texas,4915,1403
2010,Willacy,Texas,4125,2915
2010,Williamson,Texas,143426,19347
2010,Wilson,Texas,2142,14624
2010,Winkler,Texas,2498,529
2010,Wise,Texas,6074,17707
2010,Wood,Texas,4880,15981
2010,Yoakum,Texas,1803,1175
2010,Young,Texas,5477,3145
2010,Zapata,Texas,3992,2211
2010,Zavala,Texas,2586,1697
2010,Beaver,Utah,1169,1739
2010,Box Elder,Utah,11851,5475
2010,Cache,Utah,31130,5894
2010,Carbon,Utah,5834,3717
2010,Daggett,Utah,0,1141
2010,Davis,Utah,96719,851
2010,Duchesne,Utah,2015,7478
2010,Emery,Utah,1162,3327
2010,Garfield,Utah,0,3726
2010,Grand,Utah,3148,1668
2010,Iron,Utah,13132,6535
2010,Juab,Utah,1902,1600
2010,Kane,Utah,1460,4355
2010,Millard,Utah,1210,3729
2010,Morgan,Utah,1151,1855
2010,Piute,Utah,0,898
2010,Rich,Utah,0,2834
2010,Salt Lake,Utah,359402,4629
2010,San Juan,Utah,1059,4675
2010,Sanpete,Utah,4775,5604
2010,Sevier,Utah,2732,5717
2010,Summit,Utah,12330,14215
2010,Tooele,Utah,15759,3696
2010,Uintah,Utah,6454,5518
2010,Utah,Utah,142658,5692
2010,Wasatch,Utah,6165,4412
2010,Washington,Utah,46623,11111
2010,Wayne,Utah,0,1591
2010,Weber,Utah,79085,7102
2010,Addison,Vermont,2681,14079
2010,Bennington,Vermont,5644,15278
2010,Caledonia,Vermont,3594,12348
2010,Chittenden,Vermont,48496,17226
2010,Essex,Vermont,0,5019
2010,Franklin,Vermont,5947,15641
2010,Grand Isle,Vermont,0,5048
2010,Lamoille,Vermont,0,12969
2010,Orange,Vermont,399,14446
2010,Orleans,Vermont,1842,14320
2010,Rutland,Vermont,11262,22506
2010,Washington,Vermont,12881,17060
2010,Windham,Vermont,6976,22759
2010,Windsor,Vermont,6839,27279
2010,Accomack,Virginia,0,21002
2010,Albemarle,Virginia,22445,19677
2010,Alleghany,Virginia,3832,4242
2010,Amelia,Virginia,0,5359
2010,Amherst,Virginia,4741,9235
2010,Appomattox,Virginia,0,6921
2010,Arlington,Virginia,105404,0
2010,Augusta,Virginia,10023,21171
2010,Bath,Virginia,0,3270
2010,Bedford,Virginia,6103,25834
2010,Bland,Virginia,0,3265
2010,Botetourt,Virginia,4831,9731
2010,Brunswick,Virginia,958,7208
2010,Buchanan,Virginia,0,11576
2010,Buckingham,Virginia,0,7244
2010,Campbell,Virginia,9690,15079
2010,Caroline,Virginia,2517,9212
2010,Carroll,Virginia,422,16147
2010,Charles City,Virginia,0,3229
2010,Charlotte,Virginia,0,6273
2010,Chesterfield,Virginia,115455,7100
2010,Clarke,Virginia,1839,4396
2010,Craig,Virginia,0,2809
2010,Culpeper,Virginia,6984,10673
2010,Cumberland,Virginia,208,4418
2010,Dickenson,Virginia,0,7579
2010,Dinwiddie,Virginia,3015,8407
2010,Essex,Virginia,1231,4526
2010,Fairfax,Virginia,402639,5359
2010,Fauquier,Virginia,10162,15438
2010,Floyd,Virginia,0,7790
2010,Fluvanna,Virginia,4104,6279
2010,Franklin,Virginia,2865,26450
2010,Frederick,Virginia,16719,14627
2010,Giles,Virginia,2730,5589
2010,Gloucester,Virginia,5537,10315
2010,Goochland,Virginia,268,8350
2010,Grayson,Virginia,9,9147
2010,Greene,Virginia,3355,4154
2010,Greensville,Virginia,580,3510
2010,Halifax,Virginia,3985,14019
2010,Hanover,Virginia,23172,15188
2010,Henrico,Virginia,127216,5562
2010,Henry,Virginia,10419,15849
2010,Highland,Virginia,0,1837
2010,Isle of Wight,Virginia,6161,8472
2010,James City,Virginia,25380,4417
2010,King and Queen,Virginia,0,3414
2010,King George,Virginia,2445,7032
2010,King William,Virginia,1133,5389
2010,Lancaster,Virginia,0,7402
2010,Lee,Virginia,60,11685
2010,Loudoun,Virginia,94852,14590
2010,Louisa,Virginia,0,16319
2010,Lunenburg,Virginia,0,5935
2010,Madison,Virginia,0,5932
2010,Mathews,Virginia,0,5669
2010,Mecklenburg,Virginia,3468,15123
2010,Middlesex,Virginia,0,7133
2010,Montgomery,Virginia,28285,10284
2010,Nelson,Virginia,0,9931
2010,New Kent,Virginia,0,7295
2010,Northampton,Virginia,0,7301
2010,Northumberland,Virginia,0,8995
2010,Nottoway,Virginia,2723,3927
2010,Orange,Virginia,6422,8194
2010,Page,Virginia,2224,9376
2010,Patrick,Virginia,0,10083
2010,Pittsylvania,Virginia,4090,27217
2010,Powhatan,Virginia,54,9989
2010,Prince Edward,Virginia,2721,6428
2010,Prince George,Virginia,4358,7698
2010,Prince William,Virginia,130992,6123
2010,Pulaski,Virginia,8750,8485
2010,Rappahannock,Virginia,0,3839
2010,Richmond,Virginia,0,3850
2010,Roanoke,Virginia,32730,7286
2010,Rockbridge,Virginia,881,10271
2010,Rockingham,Virginia,12913,20747
2010,Russell,Virginia,1667,11817
2010,Scott,Virginia,2164,9752
2010,Shenandoah,Virginia,6505,14371
2010,Smyth,Virginia,3800,11627
2010,Southampton,Virginia,159,7314
2010,Spotsylvania,Virginia,29856,15329
2010,Stafford,Virginia,34939,9039
2010,Surry,Virginia,0,3444
2010,Sussex,Virginia,0,4696
2010,Tazewell,Virginia,10226,10600
2010,Warren,Virginia,7727,8307
2010,Washington,Virginia,7390,18211
2010,Westmoreland,Virginia,2457,8161
2010,Wise,Virginia,7634,10306
2010,Wythe,Virginia,3775,10304
2010,York,Virginia,24510,2339
2010,Alexandria city,Virginia,72376,0
2010,Bedford city,Virginia,2845,75
2010,Bristol city,Virginia,8829,2
2010,Buena Vista city,Virginia,2823,113
2010,Charlottesville city,Virginia,19189,0
2010,Chesapeake city,Virginia,77830,5366
2010,Colonial Heights city,Virginia,7831,0
2010,Covington city,Virginia,3067,0
2010,Danville city,Virginia,21450,988
2010,Emporia city,Virginia,2410,155
2010,Fairfax city,Virginia,8680,0
2010,Falls Church city,Virginia,5489,0
2010,Franklin city,Virginia,3769,132
2010,Fredericksburg city,Virginia,10369,98
2010,Galax city,Virginia,2830,422
2010,Hampton city,Virginia,59414,152
2010,Harrisonburg city,Virginia,17444,0
2010,Hopewell city,Virginia,10121,0
2010,Lexington city,Virginia,2546,0
2010,Lynchburg city,Virginia,31122,870
2010,Manassas city,Virginia,13123,0
2010,Manassas Park city,Virginia,4904,0
2010,Martinsville city,Virginia,7205,0
2010,Newport News city,Virginia,76174,24
2010,Norfolk city,Virginia,95018,0
2010,Norton city,Virginia,1891,54
2010,Petersburg city,Virginia,16001,325
2010,Poquoson city,Virginia,4416,310
2010,Portsmouth city,Virginia,40806,0
2010,Radford city,Virginia,6223,204
2010,Richmond city,Virginia,98349,0
2010,Roanoke city,Virginia,47448,5
2010,Salem city,Virginia,10832,0
2010,Staunton city,Virginia,11265,473
2010,Suffolk city,Virginia,25536,7499
2010,Virginia Beach city,Virginia,175059,2820
2010,Waynesboro city,Virginia,9489,228
2010,Williamsburg city,Virginia,5176,0
2010,Winchester city,Virginia,11872,0
2010,Adams,Washington,3138,3104
2010,Asotin,Washington,9099,773
2010,Benton,Washington,62006,6612
2010,Chelan,Washington,22979,12486
2010,Clallam,Washington,22896,12686
2010,Clark,Washington,146482,20931
2010,Columbia,Washington,1275,861
2010,Cowlitz,Washington,31392,12058
